public_identifier;num_accomplishment_courses;name;number
omerpaz;2;;-
omerpaz;3;;-
maor-ben-arie-b4ab371a7;1;;1
maor-ben-arie-b4ab371a7;2;;-
riki-herman;1;;-
riki-herman;2;;-
riki-herman;3;;-
yossistern;1;;-
yossistern;2;;-
yossistern;3;70;-
yossistern;4;;-
yossistern;5;;-
gal-tabecka-bb3750154;1;;-
gal-tabecka-bb3750154;2;;-
gal-tabecka-bb3750154;3;;-
gal-tabecka-bb3750154;4;;-
gal-tabecka-bb3750154;5;;-
gal-tabecka-bb3750154;6;;1
gal-tabecka-bb3750154;7;;2
gal-tabecka-bb3750154;8;;-
gal-tabecka-bb3750154;9;;-
gal-tabecka-bb3750154;10;;-
gal-tabecka-bb3750154;11;;-
gal-tabecka-bb3750154;12;;-
gal-tabecka-bb3750154;13;;-
gal-tabecka-bb3750154;14;;-
gal-tabecka-bb3750154;15;;-
gal-tabecka-bb3750154;16;;-
gal-tabecka-bb3750154;17;;-
gal-tabecka-bb3750154;18;;-
gal-tabecka-bb3750154;19;;-
gal-tabecka-bb3750154;20;;-
gal-tabecka-bb3750154;21;;-
gal-tabecka-bb3750154;22;;-
gal-tabecka-bb3750154;23;;-
gal-tabecka-bb3750154;24;;1
gal-tabecka-bb3750154;25;;-
gal-tabecka-bb3750154;26;;3
gal-tabecka-bb3750154;27;;2
gal-tabecka-bb3750154;28;;-
gal-tabecka-bb3750154;29;;-
gal-tabecka-bb3750154;30;;-
gal-tabecka-bb3750154;31;;-
gal-tabecka-bb3750154;32;;-
gal-tabecka-bb3750154;33;;-
gal-tabecka-bb3750154;34;;-
gal-tabecka-bb3750154;35;;-
gal-tabecka-bb3750154;36;;-
gal-tabecka-bb3750154;37;;-
gal-tabecka-bb3750154;38;;-
gal-tabecka-bb3750154;39;;-
studio-a-d-design-a3636634;1;;-
micol-hirschman-9420a692;1;;-
micol-hirschman-9420a692;2;;-
micol-hirschman-9420a692;3;;-
dima-guzi-9a160590;1;01;-
dima-guzi-9a160590;2;02;-
dima-guzi-9a160590;3;03;-
dima-guzi-9a160590;4;;-
dima-guzi-9a160590;5;;-
dima-guzi-9a160590;6;;-
dima-guzi-9a160590;7;2005;-
dima-guzi-9a160590;8;;-
dima-guzi-9a160590;9;;-
robert-schneider-55934b95;1;;-
robert-schneider-55934b95;2;;-
yonatan-merovich;1;;121607
yonatan-merovich;2;;121208
yonatan-merovich;3;310;-
gal-tarrab-levi;1;;-
gal-tarrab-levi;2;;-
gal-tarrab-levi;3;;-
gal-tarrab-levi;4;;-
gal-tarrab-levi;5;;-
tal-elkarif;1;;-
pavel-gushpan-do254;1;;-
pavel-gushpan-do254;2;;-
pavel-gushpan-do254;3;;-
pavel-gushpan-do254;4;;-
pavel-gushpan-do254;5;;-
chen-tzur-877634;1;;-
chen-tzur-877634;2;;-
sapir-ben-harosh;1;;-
yossisivilia;1;;-
alexander-schwarzman-716b1910;1;;-
alexander-schwarzman-716b1910;2;05-05-05-05-05-00-05-04-05-01-05-08-05-09-05-07-05-05-05-05-07-05-08-05-09-05-00-05-04;March 2017
alexander-schwarzman-716b1910;3;;-
alexander-schwarzman-716b1910;4;;-
dharush;1;;-
dharush;2;;-
dharush;3;05-04-05-09-05-05-05-05-07-05-00-05-04-05-05-09-05-07-05-06-05-09-05-05-05-05-05-00-05-00-05-03-05-08-05-05-05-00-05-09-05-03;-
dharush;4;;-
shahar-osovsky-55b804b2;1;;67504
shahar-osovsky-55b804b2;2;;67200
shahar-osovsky-55b804b2;3;;67506
shahar-osovsky-55b804b2;4;;67829
shahar-osovsky-55b804b2;5;;83335
shahar-osovsky-55b804b2;6;;67125
shahar-osovsky-55b804b2;7;;67808
shahar-osovsky-55b804b2;8;;67316
shahar-osovsky-55b804b2;9;;67322
shahar-osovsky-55b804b2;10;;67557
shahar-osovsky-55b804b2;11;;67778
noa-nemesh-b257ab1b8;1;;-
inbal-iluz-b729b377;1;;-
aviv-shalom-ba3292153;1;;-
aviv-shalom-ba3292153;2;;37
pavelyoffe;1;;0011
nir-wissotzky-9b099827;1;;-
tshayla-hashem-231263147;1;;-
tshayla-hashem-231263147;2;;-
dannylieberman;1;;-
dannylieberman;2;;-
dannylieberman;3;;-
daniel-oren-144b47137;1;;-
daniel-oren-144b47137;2;;-
andrey-gutenberg-aa942810b;1;;-
tseela-linetzki;1;;-
yakir-shitrit-2a4a968b;1;;042
yakir-shitrit-2a4a968b;2;;-
alon-katzir-30480154;1;;-
alon-katzir-30480154;2;;-
alon-katzir-30480154;3;;-
alon-katzir-30480154;4;;-
alon-katzir-30480154;5;;-
alon-katzir-30480154;6;;-
alon-katzir-30480154;7;;-
alon-katzir-30480154;8;;-
alon-katzir-30480154;9;;-
gal-tam-8ba68011a;1;;-
snir-asulin-3a0b00110;1;;-
chaim-katz-%%D7%%97%%D7%%99%%D7%%99%%D7%%9D-%%D7%%9B%%D7%%A5-76177622;1;;-
chaim-katz-%%D7%%97%%D7%%99%%D7%%99%%D7%%9D-%%D7%%9B%%D7%%A5-76177622;2;;-
adir-versano;1;;-
maor-berdichevsky-459936118;1;;-
maor-berdichevsky-459936118;2;;-
maor-berdichevsky-459936118;3;;-
maor-berdichevsky-459936118;4;;-
maor-berdichevsky-459936118;5;;-
galikalfon;1;;-
galikalfon;2;;-
aviv-shemesh-341b456a;1;;-
aviv-shemesh-341b456a;2;;-
aviv-shemesh-341b456a;3;;-
aviv-shemesh-341b456a;4;;-
aviv-shemesh-341b456a;5;;-
aviv-shemesh-341b456a;6;;-
tsarfati-matan;1;;-
tsarfati-matan;2;;-
tsarfati-matan;3;;-
tsarfati-matan;4;;-
tsarfati-matan;5;;-
tsarfati-matan;6;;-
tsarfati-matan;7;;-
tsarfati-matan;8;;-
tsarfati-matan;9;;-
tsarfati-matan;10;;-
tsarfati-matan;11;;-
tsarfati-matan;12;;-
tsarfati-matan;13;;-
tal-shetrit-4716b7162;1;;-
snir-azulay-607ba1110;1;;-
snir-azulay-607ba1110;2;;-
snir-azulay-607ba1110;3;;-
snir-azulay-607ba1110;4;;-
snir-azulay-607ba1110;5;;-
snir-azulay-607ba1110;6;;-
urielbrener;1;;ECE 59500
urielbrener;2;;ECE 56800
urielbrener;3;;ECE\t69500
urielbrener;4;;ME 58800
urielbrener;5;;ECE\t59500
urielbrener;6;;ECE\t69500
almog-einstein;1;;44
ohad-upin-80336356;1;;-
ohad-upin-80336356;2;;-
ohad-upin-80336356;3;;-
ohad-upin-80336356;4;;-
ohad-upin-80336356;5;;-
ohad-upin-80336356;6;;-
ohad-upin-80336356;7;;-
ohad-upin-80336356;8;;-
tal-even-aa19524;1;;-
tal-even-aa19524;2;;-
tal-even-aa19524;3;;-
tal-even-aa19524;4;;-
tal-even-aa19524;5;;-
tal-even-aa19524;6;;-
tal-even-aa19524;7;;-
tal-even-aa19524;8;;-
tal-even-aa19524;9;;-
tal-even-aa19524;10;;-
tal-even-aa19524;11;;-
tal-even-aa19524;12;;-
tal-even-aa19524;13;;-
tal-even-aa19524;14;;-
tal-even-aa19524;15;;-
tal-even-aa19524;16;;-
tal-even-aa19524;17;;-
tal-even-aa19524;18;;-
tal-even-aa19524;19;;-
tal-even-aa19524;20;;-
tal-even-aa19524;21;;-
tal-even-aa19524;22;;-
tal-even-aa19524;23;;-
tal-even-aa19524;24;;-
tal-even-aa19524;25;;-
tal-even-aa19524;26;;-
tal-even-aa19524;27;;-
tal-even-aa19524;28;;-
tal-even-aa19524;29;;-
tal-even-aa19524;30;;-
tal-even-aa19524;31;;-
omer-levi;1;;-
francesca-halfon-43b215119;1;;-
ran-franco;1;;-
aviv-shmilovitch-9a959487;1;;-
aviv-shmilovitch-9a959487;2;;-
yonat-roskind-86334514;1;;-
yonat-roskind-86334514;2;;-
omer-lev-2bb04337;1;2007;John Bryce College
guy-osherov;1;;-
adi-daher-9875b51a5;1;;-
adi-daher-9875b51a5;2;;-
adi-daher-9875b51a5;3;;-
adi-daher-9875b51a5;4;;-
adi-daher-9875b51a5;5;;-
adi-daher-9875b51a5;6;;-
adi-daher-9875b51a5;7;;-
baselboulos;1;;MIT6.00.2x - 16/12/2020
baselboulos;2;;MIT6.00.1x - 29/10/2020
baselboulos;3;;HarvardX CS50 - 03/2021
sergei-sudilovski-6a13667;1;;-
packerkevin;1;;-
packerkevin;2;;-
packerkevin;3;;-
packerkevin;4;;-
gilad-cohen-0b9022155;1;;-
gilad-cohen-0b9022155;2;;-
yonatan-migdal-57998a115;1;;-
yonatan-migdal-57998a115;2;;-
yonatan-migdal-57998a115;3;;-
ehud-eliaz-b57aa061;1;;-
ehud-eliaz-b57aa061;2;;-
ehud-eliaz-b57aa061;3;;-
ehud-eliaz-b57aa061;4;01-02;-
ehud-eliaz-b57aa061;5;;-
ehud-eliaz-b57aa061;6;;-
ehud-eliaz-b57aa061;7;;-
ehud-eliaz-b57aa061;8;;-
ehud-eliaz-b57aa061;9;;-
omri-faingold-42ab7432;1;;-
omri-faingold-42ab7432;2;;-
omri-faingold-42ab7432;3;;-
omri-faingold-42ab7432;4;;-
erez-hazan-600055120;1;00-501;SY0-501
omer-levi-81849b192;1;10-365;-
omer-levi-81849b192;2;;-
lior-perlitz-17a935172;1;;-
linoy-siman-tov-65585582;1;;-
linoy-siman-tov-65585582;2;;-
linoy-siman-tov-65585582;3;2008;-
linoy-siman-tov-65585582;4;;-
linoy-siman-tov-65585582;5;2022;-
linoy-siman-tov-65585582;6;2022;-
yoav-slama-71835061;1;;-
yoav-slama-71835061;2;;-
yoav-slama-71835061;3;08;-
yoav-slama-71835061;4;;-
yoav-slama-71835061;5;;-
yoav-slama-71835061;6;;-
yoav-slama-71835061;7;04-01;-
yoav-slama-71835061;8;;-
yoav-slama-71835061;9;05-05;-
yoav-slama-71835061;10;;-
mashagutman;1;;-
mashagutman;2;;-
mashagutman;3;;-
mashagutman;4;;-
mashagutman;5;;-
mashagutman;6;;-
mashagutman;7;;-
mashagutman;8;;-
mashagutman;9;;-
mashagutman;10;;-
mashagutman;11;;-
mashagutman;12;;-
mashagutman;13;;-
mashagutman;14;;-
mashagutman;15;;-
mashagutman;16;;-
mashagutman;17;;-
mashagutman;18;;-
mashagutman;19;;-
mashagutman;20;;-
mashagutman;21;;-
mashagutman;22;;-
mashagutman;23;;-
mashagutman;24;;-
mashagutman;25;;-
mashagutman;26;;-
mashagutman;27;;-
mashagutman;28;;-
adi-cohen-naiss-5a4b82121;1;;-
adi-cohen-naiss-5a4b82121;2;;-
adi-cohen-naiss-5a4b82121;3;201-201;-
adi-cohen-naiss-5a4b82121;4;;-
adi-cohen-naiss-5a4b82121;5;;-
adi-cohen-naiss-5a4b82121;6;;-
adi-cohen-naiss-5a4b82121;7;;-
galit-cohen-1977593;1;05-07-05-08-05-09-05-05-09-05-00-05-05-05-05-05-05-02-05-09-05-04;-
ilanhaber;1;;-
ronni-schweitzer-3b868a21;1;;-
roni-kahn-375274b;1;;1
sura-jbara-9b79a3121;1;;-
joshua-moskovitz-7b88244a;1;2012;-
gal-t-a62a46152;1;;-
gal-t-a62a46152;2;;-
linoy-schwartz-0377241b2;1;;-
linoy-schwartz-0377241b2;2;;-
linoy-schwartz-0377241b2;3;;-
linoy-schwartz-0377241b2;4;;-
linoy-schwartz-0377241b2;5;;-
alaa-muhtasib;1;;-
alaa-muhtasib;2;;-
galina-blokh;1;;-
galina-blokh;2;;-
galina-blokh;3;;-
galina-blokh;4;;-
galina-blokh;5;;DS-GA 1008 \u00b7 SPRING 2020 \u00b7 NYU CENTER FOR DATA SCIENCE
galina-blokh;6;;-
galina-blokh;7;;-
rose-shamouilian-418274104;1;;-
daniel-odesser;1;;-
daniel-odesser;2;00;-
anat-sharf-234a85a;1;;-
anat-sharf-234a85a;2;;-
anat-sharf-234a85a;3;2019;-
jonathan-kafri-bb85a195;1;;-
jonathan-kafri-bb85a195;2;;-
jonathan-kafri-bb85a195;3;;-
jonathan-kafri-bb85a195;4;;-
jonathan-kafri-bb85a195;5;;-
jonathan-kafri-bb85a195;6;;-
igor-bondar-4a9b0a128;1;;-
igor-bondar-4a9b0a128;2;;-
igor-bondar-4a9b0a128;3;;35
igor-bondar-4a9b0a128;4;;-
dsivov;1;2000;-
dsivov;2;2001;-
dsivov;3;2001;-
dsivov;4;2001;-
dsivov;5;2002;-
dsivov;6;2003;-
dsivov;7;2004-09-10-01;-
dsivov;8;2005-2013;-
dsivov;9;2007-2013;-
dsivov;10;2008;-
dannycomisar;1;;28
pavel-guterman-007;1;03;-
pavel-guterman-007;2;05-07-05-05-05-08-05-01-05-05-04-05-00-05-02-05-09-05-05-00-05-05-08-05-09-05-05-00-05-09-05-00-05-08-05-08-05-00-05-08-05-09-05-09-05;-
deeb-husen-aa2258123;1;;Contel company.
ilanhadar;1;;-
ilanhadar;2;;-
or-jako;1;;-
or-jako;2;;-
or-jako;3;;-
or-jako;4;;-
robert-ze-ev-dov-hammer-6441312a;1;2020;Issued by Dr. Avital Beer
mickytech;1;;-
mickytech;2;;-
mickytech;3;;-
jonathan-kaplan-499696154;1;;-
jonathan-kaplan-499696154;2;;-
jonathan-kaplan-499696154;3;;-
jonathan-kaplan-499696154;4;;-
jonathan-kaplan-499696154;5;;-
stav-termechy-2b2924168;1;;-
stav-termechy-2b2924168;2;;-
stav-termechy-2b2924168;3;;-
stav-termechy-2b2924168;4;;-
stav-termechy-2b2924168;5;;-
stav-termechy-2b2924168;6;;-
stav-termechy-2b2924168;7;;-
stav-termechy-2b2924168;8;;-
stav-termechy-2b2924168;9;;-
stav-termechy-2b2924168;10;;-
stav-termechy-2b2924168;11;;-
stav-termechy-2b2924168;12;;-
stav-termechy-2b2924168;13;;-
ds-dan-journo;1;;-
alexander-klovski-a5245534;1;;-
shiran-shaut;1;;-
shiran-shaut;2;;-
shiran-shaut;3;;-
shiran-shaut;4;;-
shiran-shaut;5;;-
shiran-shaut;6;;-
shiran-shaut;7;02;-
shiran-shaut;8;;-
shiran-shaut;9;;-
shiran-shaut;10;;-
shiran-shaut;11;;-
shiran-shaut;12;;-
shiran-shaut;13;;-
shiran-shaut;14;;-
shiran-shaut;15;;-
shiran-shaut;16;;-
shiran-shaut;17;;-
shiran-shaut;18;;-
shiran-shaut;19;;-
oded-guzevich-28405b43;1;;-
oded-guzevich-28405b43;2;;-
adi-cohen-b3953050;1;05-00-05-07-05-01-05;-
alon-fink-90375726;1;;1
alon-fink-90375726;2;;-
eliyashaviv;1;;-
shahar-peretz-359509211;1;;-
shahar-peretz-359509211;2;;-
ofir-axebrad-214420140;1;;-
ofir-axebrad-214420140;2;2022;-
ofir-axebrad-214420140;3;2022;-
ofir-axebrad-214420140;4;2022;-
ofir-axebrad-214420140;5;2022;-
ofir-axebrad-214420140;6;;-
ofir-axebrad-214420140;7;;-
ofir-axebrad-214420140;8;2022;-
adam-foley-comer-9b3ba22;1;;-
gal-topel-abb89676;1;;cs229
shereensirhan;1;;-
shereensirhan;2;;096502
shereensirhan;3;;-
shereensirhan;4;;-
shereensirhan;5;;-
shereensirhan;6;;094816
shereensirhan;7;;-
shereensirhan;8;;-
shereensirhan;9;;-
shereensirhan;10;;-
shereensirhan;11;;-
shereensirhan;12;;-
ortal-zeret-70198bab;1;;-
ortal-zeret-70198bab;2;;-
ortal-zeret-70198bab;3;;-
ortal-zeret-70198bab;4;;-
ortal-zeret-70198bab;5;;-
ortal-zeret-70198bab;6;;-
ortal-zeret-70198bab;7;;-
ortal-zeret-70198bab;8;;-
ortal-zeret-70198bab;9;;-
ortal-zeret-70198bab;10;;-
ortal-zeret-70198bab;11;;-
ortal-zeret-70198bab;12;;-
ortal-zeret-70198bab;13;;-
yossispektor;1;;-
yossispektor;2;;-
yossispektor;3;04-00;-
yossispektor;4;;-
eliaz-cohen;1;;-
linda-smolenski-96633b49;1;;-
linda-smolenski-96633b49;2;;-
iliya-eli-girjbein-59865836;1;;5
iliya-eli-girjbein-59865836;2;;3
iliya-eli-girjbein-59865836;3;;2
iliya-eli-girjbein-59865836;4;;-
iliya-eli-girjbein-59865836;5;;4
iliya-eli-girjbein-59865836;6;;6
iliya-eli-girjbein-59865836;7;;1
orwa-watad;1;;67542
orwa-watad;2;;67829
orwa-watad;3;;67101
orwa-watad;4;;67125
orwa-watad;5;;67808
ilya-svidler;1;00-00-04-00-04-00-017;(Version 2011)
ilya-svidler;2;;-
ilya-svidler;3;;DSH3
robert-sevish-ba22988;1;;-
ststav;1;;-
ststav;2;;-
ststav;3;;-
ststav;4;;-
dannygur1906;1;;-
dannygur1906;2;;-
dafna-berger-shperling-895094176;1;05-05-02-05-02-05-05-01-05-07-05-05-05-05-08-05-07-05-05-05-08-05-01-05-09-05-09-05-05-05-05-08-05-05-02-05-09-05-09-05-05-05-05-05-00-05-00-05-09-05-05-01-05-09-05-09-05-05-05-05-03-05-08-05-09-05-05-05-05-04-05-02-05-05-09-05-07-05-05-05-05-04-05-05-05-05-02-05-06-05-04-05-05-09-05-09-05-05-05-05-08-05-00-05-05-08-05-09-05-05-05-05-08-05-09-05-05-01-05-09-05-09-05-08-05-00-05-05-08-05-09-05-05-05-05-04-05-08-05-01-05-02-05-05-05-04-05-02-05-00-05-09-05-05-05-05-05-09-05-08-05-03-05-09-05-08-05-05-05-09-05-05-09-05-05-05-05-05-05-05-08-05-09-05;\u05de\u05d7\u05d6\u05d5\u05e8 \u05d1' 2020
shirbm;1;;-
shirbm;2;;-
eldad-cohen-7b852227;1;;-
eldad-cohen-7b852227;2;;-
eldad-cohen-7b852227;3;;-
raed-zamamiri-38a59572;1;;-
raed-zamamiri-38a59572;2;;-
raed-zamamiri-38a59572;3;;-
raed-zamamiri-38a59572;4;;-
raed-zamamiri-38a59572;5;;-
yossisaadi;1;;-
yossisaadi;2;;-
yossisaadi;3;;-
yossisaadi;4;;-
yossisaadi;5;;-
or-jacobovitz-231ab5116;1;;-
or-jacobovitz-231ab5116;2;;-
or-jacobovitz-231ab5116;3;;-
or-jacobovitz-231ab5116;4;;-
or-jacobovitz-231ab5116;5;;-
or-jacobovitz-231ab5116;6;;-
erez-ifrah-0060a076;1;;IDF
guy-rieur-00503857;1;;-
eliav-saad-4b149519a;1;;-
eliav-saad-4b149519a;2;;-
ortalsalman;1;;-
ortalsalman;2;;-
omerstein;1;;-
omerstein;2;02;-
omerstein;3;;-
tsenter;1;;40106
tsenter;2;;40205
tsenter;3;;10801
tsenter;4;;20230
tsenter;5;;40225
tsenter;6;;10802
tsenter;7;;90926
tsenter;8;;80867
tsenter;9;;40129
tsenter;10;;10336
tsenter;11;;40220
tsenter;12;;40115
tsenter;13;;40201
tsenter;14;;40112
tsenter;15;;90911
tsenter;16;;40125
tsenter;17;;40121
tsenter;18;;10803
tsenter;19;02;40206
tsenter;20;;40123
tsenter;21;;40117
tsenter;22;;40130
tsenter;23;;40118
tsenter;24;;40104
tsenter;25;;80865
tsenter;26;;-
tsenter;27;;-
tsenter;28;;-
tsenter;29;;-
tsenter;30;;-
tsenter;31;;-
tsenter;32;;-
tsenter;33;;-
tsenter;34;;-
tsenter;35;;-
tsenter;36;;-
or-kaplan-469818130;1;;-
or-kaplan-469818130;2;;-
or-kaplan-469818130;3;;-
guy-reuveni-15a0ab28;1;;-
guy-reuveni-15a0ab28;2;;-
guy-reuveni-15a0ab28;3;;-
chaim-levitz;1;01-03;-
chaim-levitz;2;;-
chaim-levitz;3;;ME 3400
chaim-levitz;4;;ME 4210
chaim-levitz;5;;ME 2050
chaim-levitz;6;;ECE 3300
chaim-levitz;7;;ME 3300
chaim-levitz;8;;ME 3450
chaim-levitz;9;;ME 2420
chaim-levitz;10;;ME 2500
chaim-levitz;11;;BE 2100
chaim-levitz;12;;ME 2410
chaim-levitz;13;;ENG 3050
chaim-levitz;14;;ME 2400
alon-fargo-453148a6;1;;-
ilya-sorkin;1;03-05;-
ilya-sorkin;2;;-
vickylevy;1;;-
ilanhuberman;1;;-
ilanhuberman;2;;-
ilanhuberman;3;;-
eliyon-shemesh-a1556155;1;;-
eliyon-shemesh-a1556155;2;;-
omer-gotlib-95b59265;1;;-
netanel-farangian-b59744200;1;;-
netanel-farangian-b59744200;2;;-
netanel-farangian-b59744200;3;;-
netanel-farangian-b59744200;4;;-
ofira-sultan-ashkenazi-668082168;1;;-
studiochriviani;1;;0000
roseanne-kheir-farraj-phd-04219982;1;;-
roseanne-kheir-farraj-phd-04219982;2;;-
robert-yackobian-338a432;1;;-
robert-yackobian-338a432;2;;-
robert-yackobian-338a432;3;10;-
robert-yackobian-338a432;4;11;-
robert-yackobian-338a432;5;01;-
robert-yackobian-338a432;6;02;-
robert-yackobian-338a432;7;03;-
robert-yackobian-338a432;8;04;-
robert-yackobian-338a432;9;;-
anna-strizhevski;1;;-
anna-strizhevski;2;;-
anna-strizhevski;3;;-
anna-strizhevski;4;;-
anna-strizhevski;5;;-
elinor-kurland-923839131;1;;Netapp
elinor-kurland-923839131;2;;John Bryce
ofirav;1;;-
gilad-dana-b7830620;1;;-
gilad-dana-b7830620;2;;-
nechanlazar;1;;-
nechanlazar;2;;-
nechanlazar;3;;-
eldad-corem-707b5871;1;;Practis
hamudi-aiyub-475b67182;1;;-
hamudi-aiyub-475b67182;2;;-
eliyurkovsky;1;05-03;1
eliyurkovsky;2;;1
lev-kleiner-28874286;1;;-
orly-bengal-2564465;1;;-
shiran-shriki-5b54b362;1;;Technion
shira-libhaber;1;;-
shira-libhaber;2;;FM 362
shira-libhaber;3;;IN312
shira-libhaber;4;;FM 322
shira-libhaber;5;;FM423
shira-libhaber;6;;FM325
shira-libhaber;7;;FM422
shira-libhaber;8;;FM424
shira-libhaber;9;;FM 431
shira-libhaber;10;;FM 321
paveldolinin;1;;10121
paveldolinin;2;;10334
paveldolinin;3;;10215
paveldolinin;4;;10124
paveldolinin;5;;10113
paveldolinin;6;;10313
paveldolinin;7;;10117
paveldolinin;8;;10107
paveldolinin;9;;10120
paveldolinin;10;01;90901
paveldolinin;11;02;909002
paveldolinin;12;;10007
paveldolinin;13;;90926
paveldolinin;14;;10110
paveldolinin;15;;10336
paveldolinin;16;;10402
paveldolinin;17;;90916
paveldolinin;18;;10006
paveldolinin;19;;90911
paveldolinin;20;;10010
paveldolinin;21;;90905
paveldolinin;22;;90913
paveldolinin;23;;90925
paveldolinin;24;;10119
paveldolinin;25;;10118
paveldolinin;26;;10303
paveldolinin;27;;90914
paveldolinin;28;;90904
paveldolinin;29;;90903
paveldolinin;30;;10211
paveldolinin;31;;10308
paveldolinin;32;;10213
paveldolinin;33;;10214
igor-burshteyn-94502917;1;;-
ronnie-arouh-22975a85;1;;-
ronnie-arouh-22975a85;2;;-
ronnie-arouh-22975a85;3;;-
ronnie-arouh-22975a85;4;;-
ronnie-arouh-22975a85;5;;-
ronnie-arouh-22975a85;6;;-
ronnie-arouh-22975a85;7;;-
ronnie-arouh-22975a85;8;;-
ronnie-arouh-22975a85;9;;-
omertoledano;1;;-
anna-stylianou;1;;-
sheriffyossi;1;;-
sheriffyossi;2;;-
sheriffyossi;3;;-
nechmads;1;;-
adi-cohen-keisari-39bb25214;1;;HR306, HR310
adi-cohen-keisari-39bb25214;2;;HR505, HR305, HR050
guy-ben-zimra-a3ab1963;1;70;-
guy-ben-zimra-a3ab1963;2;70;-
guy-ben-zimra-a3ab1963;3;;-
guy-ben-zimra-a3ab1963;4;09;-
guy-ben-zimra-a3ab1963;5;;-
guy-ben-zimra-a3ab1963;6;07-00;-
guy-ben-zimra-a3ab1963;7;2008;-
guy-ben-zimra-a3ab1963;8;2000;-
guy-ben-zimra-a3ab1963;9;05-00-05-05;-
noam-tayri-9b64bb62;1;;-
noam-tayri-9b64bb62;2;;-
noam-tayri-9b64bb62;3;;-
noam-tayri-9b64bb62;4;;-
noam-tayri-9b64bb62;5;;-
noam-tayri-9b64bb62;6;;-
noam-tayri-9b64bb62;7;;-
noam-tayri-9b64bb62;8;;-
noam-tayri-9b64bb62;9;;-
noam-tayri-9b64bb62;10;;-
noam-tayri-9b64bb62;11;;-
noam-tayri-9b64bb62;12;;-
noam-tayri-9b64bb62;13;;-
noam-tayri-9b64bb62;14;;-
noam-tayri-9b64bb62;15;;-
noam-tayri-9b64bb62;16;;-
hel%%D7%%95-dangur;1;;-
hel%%D7%%95-dangur;2;;Sivan Technologies
anat-cohen-gabor-686213119;1;2013-175;2012
anat-cohen-gabor-686213119;2;2013-48;2016
anat-cohen-gabor-686213119;3;201-201;2017
sergei-shkurba-22277919b;1;2018-05-00-05-08-05-02-05-05-05-05-04-05-05-07-05-00-05-03-05-01-05-09-05-05-05-05-04-05-00-05-03-05-08-05-09-05-05-05-09-05-05-02-05-05-05-05-09-05;-
vicky-simon-b1720ab9;1;;-
vadim-gusev-a5057398;1;2008;-
nati-bichler-71639866;1;;-
issamshami;1;;-
issamshami;2;;-
pavelmayzenberg;1;;-
pavelmayzenberg;2;;-
pavelmayzenberg;3;;-
pavelmayzenberg;4;;-
pavelmayzenberg;5;;-
pavelmayzenberg;6;101;-
pavelmayzenberg;7;201;-
ita-wirzberger-503ab944;1;;-
ohadle;1;;CS231n
ohadle;2;;-
pavel100;1;;-
aviv-shichman-2162381a6;1;;236363
aviv-shichman-2162381a6;2;;61752
aviv-shichman-2162381a6;3;;61748
aviv-shichman-2162381a6;4;;61744
aviv-shichman-2162381a6;5;;61746
aviv-shichman-2162381a6;6;;61743
aviv-shichman-2162381a6;7;;61741
aviv-shichman-2162381a6;8;;61750
aviv-shichman-2162381a6;9;;61745
aviv-shichman-2162381a6;10;;61751
aviv-shichman-2162381a6;11;;61746
inbal-kan-tor;1;2013;-
inbal-kan-tor;2;2013;-
inbal-kan-tor;3;;-
inbal-kan-tor;4;;-
inbal-kan-tor;5;;-
inbal-kan-tor;6;2013;-
inbal-kan-tor;7;2013;-
inbal-kan-tor;8;2013;-
inbal-kan-tor;9;2013;-
anna-garashchenko;1;;-
anna-garashchenko;2;;-
anna-garashchenko;3;;-
anna-garashchenko;4;;-
lior-zakar;1;;-
pavelsporish;1;;-
pavelsporish;2;;-
pavelsporish;3;;-
pavelsporish;4;;-
pavelsporish;5;01-02;-
pavelsporish;6;01;-
pavelsporish;7;;-
pavelsporish;8;01;-
pavelsporish;9;;-
pavelsporish;10;;-
pavelsporish;11;;-
pavelsporish;12;;-
pavelsporish;13;;-
pavelsporish;14;;-
pavelsporish;15;;-
pavelsporish;16;;-
pavelsporish;17;;-
pavelsporish;18;;-
pavelsporish;19;;-
pavelsporish;20;;-
pavelsporish;21;;-
pavelsporish;22;;-
pavelsporish;23;;-
pavelsporish;24;;-
pavelsporish;25;;-
pavelsporish;26;;-
pavelsporish;27;01-02-03-01-02;-
pavelsporish;28;;-
pavelsporish;29;01-02;-
pavelsporish;30;;-
pavelsporish;31;;-
pavelsporish;32;;-
pavelsporish;33;;-
pavelsporish;34;;-
pavelsporish;35;;-
jonathan-kaplan-phd-1449011a0;1;;-
jonathan-kaplan-phd-1449011a0;2;;-
jonathan-kaplan-phd-1449011a0;3;;-
jonathan-kaplan-phd-1449011a0;4;;-
jonathan-kaplan-phd-1449011a0;5;;-
jonathan-kaplan-phd-1449011a0;6;;-
jonathan-kaplan-phd-1449011a0;7;;-
jonathan-kaplan-phd-1449011a0;8;;-
jonathan-kaplan-phd-1449011a0;9;;-
jonathan-kaplan-phd-1449011a0;10;1948;-
jonathan-kaplan-phd-1449011a0;11;;-
sergey-alhazov-ba3b1292;1;;-
sergey-alhazov-ba3b1292;2;;-
sergey-alhazov-ba3b1292;3;;-
sergey-alhazov-ba3b1292;4;;-
sergey-alhazov-ba3b1292;5;01;-
sergey-alhazov-ba3b1292;6;;-
sergey-alhazov-ba3b1292;7;;-
sergey-alhazov-ba3b1292;8;;-
sergey-alhazov-ba3b1292;9;05;-
