public_identifier;num_accomplishment_organisations;starts_at;ends_at;org_name;title;description
%E7%BF%94-%E7%BD%97-4b36879a;1;01-08-2010;31-05-2012;NTU Hall One JCRC;Block Representative;I have joined in JCRC and We organized some activities such as Hall One Dinner and so on. I was also responsible for connecting with members.
%E7%BF%94-%E7%BD%97-4b36879a;2;01-08-2009;31-05-2010;NTU Sports Club performance;sub-committee;Organized the performance successfully. Be responsible for some coordination, serving and tickets selling. Ensured a successful performance.
%E7%BF%94-%E7%BD%97-4b36879a;3;01-08-2008;30-11-2008;\u201cWelcome-Ceremony\u201d of \u201cPRC Scholars\u201d;organizer;Took part in organizing a performance including singing, dancing, Kongfu, musical instruments playing. Obtained quite highly evaluation by MOE (Ministry of Singapore) officer and education officer from China. The juniors were inspired and felt warm in Singapore.
%F0%9D%90%86%F0%9D%90%9E%F0%9D%90%AB%F0%9D%90%9A%F0%9D%90%A5%F0%9D%90%9D%F0%9D%90%A2%F0%9D%90%A7%F0%9D%90%9E-%F0%9D%90%82-%F0%9D%90%83%F0%9D%90%9E%F0%9D%90%A0%F0%9D%90%9A%F0%9D%90%A6%F0%9D%90%A8-174a23143;1;31-10-2015;null;Premium Service Gem Award 2015;Singapore Service Excellence Medallion Awards;Premium Service Gem Award 2015
%F0%9D%90%86%F0%9D%90%9E%F0%9D%90%AB%F0%9D%90%9A%F0%9D%90%A5%F0%9D%90%9D%F0%9D%90%A2%F0%9D%90%A7%F0%9D%90%9E-%F0%9D%90%82-%F0%9D%90%83%F0%9D%90%9E%F0%9D%90%A0%F0%9D%90%9A%F0%9D%90%A6%F0%9D%90%A8-174a23143;2;30-11-2012;null;Best Improved SSP Store Award;LS Travel Retail Singapore;Annual Award 2012
%F0%9D%90%86%F0%9D%90%9E%F0%9D%90%AB%F0%9D%90%9A%F0%9D%90%A5%F0%9D%90%9D%F0%9D%90%A2%F0%9D%90%A7%F0%9D%90%9E-%F0%9D%90%82-%F0%9D%90%83%F0%9D%90%9E%F0%9D%90%A0%F0%9D%90%9A%F0%9D%90%A6%F0%9D%90%A8-174a23143;3;31-05-2012;null;Certificate of Participation;Changi Airport Group;1.)Changi Orientation Program2.)Customer Skill Services Programme
%F0%9F%92%BB-ang-ming-liang-941951b5;1;31-08-2018;null;Kaggle Home Credit Default Risk (Bronze medal, Top 6%);Kaggle;Many people struggle to get loans due to insufficient or non-existent credit histories. And, unfortunately, this population is often taken advantage of by untrustworthy lenders.Home Credit GroupHome Credit strives to broaden financial inclusion for the unbanked population by providing a positive and safe borrowing experience. In order to make sure this underserved population has a positive loan experience, Home Credit makes use of a variety of alternative data--including telco...\nMany people struggle to get loans due to insufficient or non-existent credit histories. And, unfortunately, this population is often taken advantage of by untrustworthy lenders.Home Credit GroupHome Credit strives to broaden financial inclusion for the unbanked population by providing a positive and safe borrowing experience. In order to make sure this underserved population has a positive loan experience, Home Credit makes use of a variety of alternative data--including telco and transactional information--to predict their clients' repayment abilities.While Home Credit is currently using various statistical and machine learning methods to make these predictions, they're challenging Kagglers to help them unlock the full potential of their data. Doing so will ensure that clients capable of repayment are not rejected and that loans are given with a principal, maturity, and repayment calendar that will empower their clients to be successful.\nShow moreShow less
%F0%9F%92%BB-ang-ming-liang-941951b5;2;30-04-2018;null;Bronze Medal for Kaggle Data Science Bowl 2018 (top 6%);Kaggle;Imagine speeding up research for almost every disease, from lung cancer and heart disease to rare disorders. The 2018 Data Science Bowl offers our most ambitious mission yet: create an algorithm to automate nucleus detection.Teams will create a computer model that can identify a range of nuclei across varied conditions. By observing patterns, asking questions, and building a model, participants will have a chance to push state-of-the-art technology farther.
%F0%9F%92%BB-ang-ming-liang-941951b5;3;31-03-2018;null;AI6 Challenge  (2nd runner up);null;An AI competition jointly hosted by NSCC and Nuture.ai.
%F0%9F%92%BB-ang-ming-liang-941951b5;4;30-04-2017;null;Bronze Medal for Kaggle Data Science Bowl 2017 (top 7%);Kaggle;In the United States, lung cancer strikes 225,000 people every year, and accounts for $12 billion in health care costs. Early detection is critical to give patients the best chance at recovery and survival.One year ago, the office of the U.S. Vice President spearheaded a bold new initiative, the Cancer Moonshot, to make a decade's worth of progress in cancer prevention, diagnosis, and treatment in just 5 years.In 2017, the Data Science Bowl will be a critical milestone in...\nIn the United States, lung cancer strikes 225,000 people every year, and accounts for $12 billion in health care costs. Early detection is critical to give patients the best chance at recovery and survival.One year ago, the office of the U.S. Vice President spearheaded a bold new initiative, the Cancer Moonshot, to make a decade's worth of progress in cancer prevention, diagnosis, and treatment in just 5 years.In 2017, the Data Science Bowl will be a critical milestone in support of the Cancer Moonshot by convening the data science and medical communities to develop lung cancer detection algorithms.Using a data set of thousands of high-resolution lung scans provided by the National Cancer Institute, participants will develop algorithms that accurately determine when lesions in the lungs are cancerous. This will dramatically reduce the false positive rate that plagues the current detection technology, get patients earlier access to life-saving interventions, and give radiologists more time to spend with their patients.This year, the Data Science Bowl will award $1 million in prizes to those who observe the right patterns, ask the right questions, and in turn, create unprecedented impact around cancer screening care and prevention. The funds for the prize purse will be provided by the Laura and John Arnold Foundation.\nShow moreShow less
%F0%9F%92%BB-ang-ming-liang-941951b5;5;31-01-2017;null;Hack and Roll 2017 : Best Roll;NUS Hackers;The system has 2 modes the first is a game mode, where players get move their hands in a figure 8 configuration to match the beats of the music, basically a rhythm game. The second part is the freestyle mode, which controls the tempo and speed of the music using the velocity and position of your hands which is determine using leap motion javascript API.Link: https://devpost.com/software/leap-motion-auditory-overload-lmao
%F0%9F%92%BB-ang-ming-liang-941951b5;6;31-03-2015;null;NTU-IEEE Science Symposium;NTU-IEEE Society;I was awarded the 1st runner up for my research for the development of an open source bioprinter in this compeition
-md-ashraf-;1;31-08-2019;null;Scholarship;Ngee Ann Polytechnic;Recieved the prestigious Ngee Ann Scholarship which covers my fees and allows me to participate in exclusive activities
-md-ashraf-;2;31-12-2012;null;Best in Mathematics;Jurong Primary School;I was awarded the best in mathematics certificate for my outstanding results in mathematics throughout the years in my primary school.
-md-ashraf-;3;31-03-2012;null;Certificate of Excellence in the Singapore Amazing Flying Machine Competition 2012;Scince Centre Singapore;Through this competition i gained a lot of knowledge in aerodynamics and designing.Ii was able to build a plane out of wood together with my friends and teachers allowing me to achieve this award.
-shen-lu;1;31-01-2020;null;Company of the Year Competition;Ng Hau Yee, Director JA Singapore;2019 Singapore JA Company of the Year Competition, won national 1st Runner Up. Representing Singapore in Asia Pacific round in Guam.
-shen-lu;2;31-01-2020;null;LEARNING ACCESS FOUNDATION ITE AWARD 2020;Ms Fauziah Rahman, Manager, Training & Education and Youth;null
-shen-lu;3;31-08-2019;null;Service Star Award 2019;Tham Mei Leng, Director/School of Business & Service ITE;null
-shen-lu;4;30-04-2019;null;LEARNING ACCESS FOUNDATION ITE AWARD 2019;Ms Fauziah Rahman Manager, Training & Education and Youth;null
-shen-lu;5;28-02-2019;null;Outstanding Achievement Award;Mrs Ng Siew Bee, Principal of Woodlands Ring Secondary School;This award is presented for demonstrating diligence and determination to succeed during the 2018 GCE N(T)- Level Examinations
-shen-lu;6;28-02-2019;null;Student of the Year Award;Mrs Ng Siew Bee, Principal of Woodlands Ring Secondary School;This award is given to one student across the cohort for overall Most Outstanding Student in Studies, CCA and Character Development
-shen-lu;7;31-08-2018;null;CCA Award (Colours);Mrs Ng Siew Bee, Principal of Woodlands Ring Secondary School;For Outstanding Contributions to the school and Modern Dance
-shen-lu;8;31-03-2018;null;Youth Entrepreneurs Competition (YEC) 2018, Champion;Soo Hui Wah(Ms), Director, Education S\u2019pore Discovery Centre Ltd;A competition organised by S\u2019pore Discovery Centre. Official Entrepreneurship Partner, ACE, Ace community for entrepreneurship. My team won the overall Champion alongside with Best Retail Identity and Best Business Proposal.
-shen-lu;9;30-04-2017;null;Get Rich $ in ASEAN Final;Ms Low Khah Gek, CEO of ITE;Ignite skills challenge 2017
01050;1;31-08-2014;null;NTU Contract Bridge Club;Competition Officer;Responsibilities included:\n- Help to facilitate in competition
01050;2;30-09-2014;null;Biological Science Club;Sub-committee;Responsibilities included :\n- Play a supporting role in organization of BMS-related events\n- Promoting class cohesion by organizing activities to improve bonding\n- Act as a representative for the BMS class
0x1a4;1;31-07-2018;null;SG100 Hackathon [ 1st Place ];SG100 Foundation;Hackathon project: MakanrescueHelp reduce food wastage by enabling people to find out where buffets with lots of leftover food are wasted. Similar to Makanhero with a different tech stack and different business plan
0x1a4;2;30-06-2017;null;Mosque Tech Challenge 2017 [ 2nd Place ];null;Hackathon project: MakanheroHelp reduce food wastage by enabling people to find out where buffets with lots of leftover food are wastedFeatured on Mediacorp Suriahttps://berita.mediacorp.sg/mobilem/specialreports/ramadansyawal2017/belia-melayu-islam-hasilkan-app-elak-pembaziran-di-rumah-terbuka/3756518.html
110ecbm;1;31-12-2013;31-12-2015;Tennis club ITE CC;Exco (event planner);Participated in tennis training regularly, in charge of training the junior tennis team members and organizing events.
1800-call-gary-lo;1;30-06-2015;null;Excellence Award (Business Support);Business Sales, Singtel;For setting up new system & process to manage contracts electronically.
1800-call-gary-lo;2;30-06-2015;null;Excellence Award (Innovation);Business Sales, Singtel;For implementing new service relocation process for customers to self-serve.
1800-call-gary-lo;3;31-05-2014;null;Excellence Award (Innovation);Business Sales, Singtel;For implementing new CRM (360\u00b0 customer view) for sales call center.
1800-call-gary-lo;4;30-06-2012;null;SPOT Award;Business Sales, Singtel;For job well done in launching department micro site.
1800-call-gary-lo;5;31-08-2009;null;IBM Ride Along Program;IBM;Selected to observe the delivery of xSeries systems to the business partner Avnet Azure Pte Ltd.
1800-call-gary-lo;6;31-01-2007;null;IBM Bravo Award;IBM;For displaying exceptional personal dedication, teamwork and contribution to the ibm.com project.
1800-call-gary-lo;7;31-10-2006;null;SWEFT 2006 Conference;IBM;Presented at the IBM Software Engineering for Tomorrow (SWEFT) 2006 conference at IBM T. J. Watson Research Center in New York.
1800-call-gary-lo;8;31-03-2001;null;National Information Technology Awareness;NUS School of Computing;Showcased in the National Information Technology Awareness (NITA) held in the School of Computing at National University of Singapore.
1800-call-gary-lo;9;31-12-2000;null;Merit award for advanced e-Business application competition;SingAREN / starrfire.com / iPlanet;null
1800-call-gary-lo;10;31-12-1998;null;Prize for well-designed personal web page featuring on Singapore ONE Community;Singapore ONE;null
906384170;1;30-09-2001;null;MCM;null;Silver Medal
a-dam-glass-17765449;1;31-08-1964;null;HUMAN RACE;null;null
a-pajar-gumelar-8098758b;1;;null;Indonesian Welding Society;null;null
a-smartholdings;1;31-12-2009;31-12-2009;The Lycee\u2019s Humanitarian Group;null;Walkathon 2010, organised by The Lycee\u2019s Humanitarian Group
a-smartholdings;2;31-12-2008;31-12-2008;Donation Drive 2009;null;Cash donation drive to aid victims of typhoon Ketsana which hit the Philippines on September 24, 2009
a-smartholdings;3;31-12-2008;31-12-2008;ST School Pocket Money Fund;null;\u201cLucky Dip Players\u201d at Tanah Merah Country Club: to the ST School Pocket Money Fund
a-smartholdings;4;31-12-2010;31-12-2010;Shenzhen Social Welfare;null;1) Cash donation to the Shenzhen Social Welfare Centre during the Lunar New Year Dinner at Shenzhen\n2) Cash donation to Singapore Red Cross for Japan disaster
a-smartholdings;5;31-12-2009;31-12-2009;SICC May Day Charity Golf Event;null;"\""Lucky Dip Players\"" at the SICC May Day Charity Golf Event: to the ST School Pocket Money Fund"
a-smartholdings;6;31-12-2008;31-12-2008;\u201cLove Knows No Borders\u201d Charity;null;\u201cLove Knows No Borders\u201d Charity Bazaar in Beijing, organised by the Chinese Ministry of Foreign Affairs aimed to finance children\u2019s education in poor areas of Yunnan province, China
a1-singapore-tuition-agency-6b0bb9b0;1;30-06-2014;null;A1 Singapore Tuition Agency;Tuition Agency;Objective: To be leader in the tuition agency industry by providing enhanced and trusted services.\n\nVision: To provide efficient and quality services that transcends the expectations of our esteemed customers.\n\nMission Statement: To foster long term relationship with customers and tutors by ensuring smooth and convenient activities.
aakash-balasubramanian;1;30-11-2016;null;Star of the Month;Phronesis Partners;For my successful delivery of the market research study on Chief Information Officers in the region of Asia Pacific to know their perception of purchase consideration for an information technology service. Upon recognition from the client and management, I was honoured with the award.
aakash-balasubramanian;2;31-08-2012;null;Sports Captain;St. Paul's School;Based on my work in encouraging sports and performance as a Vice Sports Captain, I was promoted to take the lead role in sports management of the school.
aakash-balasubramanian;3;31-08-2011;null;Vice Sports Captain;St. Paul's School;With a track record of excelling in sports such as Karate, Football, Track and Field events, I proved to be an asset to the institution and was honoured as school's Sports Vice Captain.
aakash-balasubramanian;4;31-12-2008;null;Corruption, Your No Counts- National Level Essay Writing Competition;The Indian Express;Won a national level essay writing competition conducted by the Indian Express on the topic, 'Corruption, Your No Counts' in November 2008 and was awarded from former President of India Late Dr A. P. J Abdul Kalam. The essay was published on 09 December 2008.
aanchalsewani;1;31-03-2016;31-03-2018;National Conference Organization Committee| Amity School Of Economics;Executive Member;"Helped Organize Three National Conferences:\n-\""National Conference on Sustainable Development In India: Economic Issues and Policy Initiatives\"", 2016\n-\""National Conference on Shaping India 2020-30: Sustainable Development and Socio- Economic Perspective and Challenges\"", 2017\n- \""Leveraging SDGs to drive Socio-Economic Development: Mission 2030\"", 2018"
aaron-adrian-arana-122328114;1;;null;Institute of Electronics Engineers of the Philippines (IECEP);-;null
aaron-koh-115ba437;1;;null;Financial Planning Association of Singapore;null;null
aaron-toh;1;31-07-2019;null;Catch Me Doing Right!;Andrew Ing;An award that recognises the most passionate employees that have done an outstanding job during service.
aaron-tsui-b2165038;1;30-11-2015;null;Key Contributor Award (November 2015);Aviation Labour Group;null
aaron-tsui-b2165038;2;31-08-2015;null;Key Contributor Award (August 2015);Aviation Labour Group;null
aaron-tsui-b2165038;3;31-07-2015;null;Key Contributor Award (July 2015);Aviation Labour Group;null
aaron-tsui-b2165038;4;30-06-2015;null;Key Contributor Award (June 2015);Aviation Labour Group;null
aaron-tsui-b2165038;5;28-02-2011;null;Engineering Project Show, Commendation Award;Temasek Polytechnic;null
aaron-w-tay-8381377b;1;31-08-2020;null;The Efficiency Medal (Military);Prime Minister\u2019s Office (Singapore);The medal is awarded for exceptional efficiency, or exceptional devotion to duty, or for work of special significance.
aaron-w-tay-8381377b;2;30-09-2017;null;Highly Commended, Best Funding Solution 2017;Treasury Today, Adam Smith Awards;Highly Commended Funding Solution, Commodities Trading
aaron-w-tay-8381377b;3;30-04-2017;null;Best Regional Liquidity Management Solution 2017;The Asset Asian Awards;Treasury Best Solution Awards, Energy Category
aaron-w-tay-8381377b;4;31-05-2016;null;Best Cash Management Project in Asia Pacific 2016;The Asian Banker;The Asian Banker Leadership Awards, Bank-Client Partnership Category
aaron-w-tay-8381377b;5;30-04-2016;null;Best Cash Management Solution in Singapore 2016;The Asset Asian Awards;Treasury Best Country Solutions, Manufacturing Category
aaron-wee-37367689;1;29-02-2016;null;Industrial Collaboration - First place;Singapore Tourism Board;Part of the team that placed first in an industrial collaboration with the Singapore Tourism Board. Objective was to facilitate greater tourism to Singapore, with the aid of a multimedia article. Team's final deliverable: http://ilinadhirah.wix.com/hawkerexperience
aaron-wee-37367689;2;31-10-2013;null;Director's Honour Roll;null;null
aaron-wee-37367689;3;31-10-2013;null;Student Ambassador for Diploma in Mass Comm;null;null
aaron-wee-37367689;4;30-04-2003;null;Debate champion;null;null
aaron-yew-9674b741;1;;null;Premier Bronze 2018;null;null
aaron-yew-9674b741;2;;null;Starclub 2017/2018;null;null
aaron-zhang-32870491;1;31-05-2011;null;The Siemens Silver Metal & Book Prize;Nanyang Polytechnic;null
aaronsocial;1;29-02-2016;null;Gold, Best Campaign \u2013 CRM, Loyalty and Engagement;MOB-EX Awards 2016;Recognises the best campaign or application that is designed to build customer affinity with the brand using mobile. Winners demonstrated that the campaign or app has helped the brand to build strong relationship with its customers, and strengthened loyalty or an increase in customer retention.
aarsh-shah-900757aa;1;31-07-2014;null;Invited to the 2013 Debian Annual Developer\u2019s conference, Switzerland;Debian;I was invited by the Debian organisation to their annual developers conference to give a talk on the impact of DFR algorithms on Xapian.
aarsh-shah-900757aa;2;31-12-2012;null;Third place at Khsitij,  IIT Kharagpur's annual Programming Competition;IIT Kharagpur;null
aarthi-ramani;1;;null;Save The Children;Contributor;null
aarti-dhanabalan-pmp-psm-pspo-95778434;1;30-06-2012;null;Insta Award in Infosys for excellent outstanding performance;Infosys Limited;For excellent outstanding performance
aashnagrwl;1;31-10-2012;null;Colours Team Award;null;This award was awarded to me for helping my co-circular activity group, Dramatic Arts Society, achieve a Gold award during the Singapore Youth Festival.
aavingoswami;1;31-01-2009;null;Kamyaabi;Tata Hitachi Construction Machinery Ltd.;For successful conducting the Jagriti Event in collaboration with Local Schools as part of the company's corporate social Responsibility program.
aavingoswami;2;31-12-2002;null;President Award;Government of India;Recipient  of President Award on successful completion of scouts and guides program.
aayush-garg-66743a105;1;01-09-2014;null;Enactus SRCC;Co-President;null
aayush-garg-66743a105;2;01-08-2014;null;Youth Conference 2014;Member;null
aayush-garg-66743a105;3;01-10-2014;30-09-2015;The Commerce Society SRCC;Member, Corporate Commuications;null
aayushsaxena93;1;;null;Silverleaf Capital Services;-;null
abby-chai-964267a6;1;01-08-2014;null;STERLING EMPLOYMENT SERVICES PTE. LTD.;EA Personnel;null
abby-salviejo-44b65086;1;31-12-2001;31-12-2006;Valenzuela City Philippines;City Youth Councilor;Government official
%E2%9A%99%EF%B8%8F-shan-zheng-tan-a65a74184;1;30-06-2016;null;NCL+ Award;Newcastle University;null
%E5%87%8C%E9%A3%8E-%E4%BA%8E-88b794112;1;31-10-2016;null;Team Winner for BCA Productivity Challenge;AEC Hackathon;Automatic Single Line Drawing Macro (Team of 2)
%E5%87%8C%E9%A3%8E-%E4%BA%8E-88b794112;2;31-07-2016;null;Team Winner for Best Projects solves BIG AEC Problem;AEC Hackathon 3.4 @ Singapore;Team of 3
%E5%87%8C%E9%A3%8E-%E4%BA%8E-88b794112;3;30-06-2016;null;Team winner for Best Hack;HDB Cool Idea Hackathon (Singapore);Team of 3
%E6%A2%81%E6%8C%AF%E6%AC%8A-nicholas-leong-2a7bb55a;1;29-02-2012;null;Overall third in plea in mitigation advocacy competition;University of Bristol Bar Society;null
%E6%A2%81%E6%8C%AF%E6%AC%8A-nicholas-leong-2a7bb55a;2;30-11-2008;null;Commendation Award;Anderson Junior College;Award was conferred on me in recognition of stellar achievements in the college's track and field team.
%E6%A2%81%E6%8C%AF%E6%AC%8A-nicholas-leong-2a7bb55a;3;30-11-2008;null;Good Progress Award;Singapore Ministry of Education;null
%E6%A2%81%E6%8C%AF%E6%AC%8A-nicholas-leong-2a7bb55a;4;30-11-2008;null;National Youths Achievement Silver Award;National Youth Achievement Award Council;null
%E6%A2%81%E6%8C%AF%E6%AC%8A-nicholas-leong-2a7bb55a;5;30-11-2006;null;Good Progress Award;Singapore Ministry of Education;null
%E6%A2%81%E6%8C%AF%E6%AC%8A-nicholas-leong-2a7bb55a;6;30-11-2000;null;Good Progress Award;Singapore Ministry of Education;null
%E9%82%B1%E5%90%89%E7%8F%8D-qiu-jizhen-1334b21ab;1;;null;STaR Grant Award 2016;null;null
%E9%AB%98%E5%BD%A9%E6%96%87-rachel-ko-tiwary-32506937;1;31-07-2017;null;Excellent Service Award (EXSA) SILVER AWARDEE 2017;Excellent Service Award (EXSA);Excellent Service Award or EXSA is a national award that recognises individuals who have delivered quality service. It seeks to develop service models for staff to emulate and to create service champions.Silver award- Received at least 2 compliments during the qualifying period.
%E9%AB%98%E5%BD%A9%E6%96%87-rachel-ko-tiwary-32506937;2;30-06-2010;null;Commissioned Second Liutenant;Seri Paduka Baginda Yang di-Pertuan Agong;Three years army cadet training during undergraduates period, year 2007-2010.
%E9%BB%84%E4%BD%A9%E5%90%9B-michelle-ng-065349175;1;31-07-2006;null;Tasmanian International Scholarship;University of Tasmania, Australia;null
%F0%9F%91%A9%F0%9F%8F%BB%E2%80%8D%F0%9F%92%BBarwa-lokhandwala-b831bb10b;1;31-01-2016;null;University Rank Holder;Mumbai University;6th Rank in university of Mumbai
099-annie-luu;1;01-01-2014;null;TEConnect (Technology and Entrepreneurs Connect);Founder;TEConnect is a open, collaborative community of entrepreneurs, business owners, investors involved or interested in technology and tech start-up businesses. Connecting like-minded individuals to share innovative ideas, knowledge, topics to continually foster and grow a movement of social enterprise change and awareness.Each month a technology/entrepreneur guest speaker will share their knowledge and experience to inspire others to connect and take action.Our collective mission is to provide tools and methodologies that will help you create a clear value proposition between your innovation project and strategic business objectives.Some of other goals include:- Create and sustain a culture of innovation.- Help businesses execute quicker, cheaper and with far less risk- We have a network of trusted resources from around the world who have the experience you need in different parts of your project to help you be successful.- NetworkingTEConnect meetings are hosted by Hub Sydney providing a diverse learning community and meeting space that drives innovation through collaboration. The hub hosts spaces for co-working and events, cultivating learning and the catalyst of valued connections. The value of our community increases as the number of connections and the diversity of TEConnector community increases.Facebook Community: http://www.facebook.com/TEConnectors
125789;1;30-11-2016;null;Best performance in module in Nursing Skill Laboratory 2.1 for the diploma in nursing;Director of health sciences;I have rewarded best performance in Nursing Skills Laboratory 2.1 for the diploma in nursing
1ankurjoshi;1;01-01-2012;null;TiE Pune;-;null
1sebast;1;30-06-1997;null;Certificate of Recognition : Language & Communication;Temasek Polytechnic;null
1sebast;2;30-09-1996;null;Certificate of Participation : Polytechnic Forum96;Temasek Polytechnic;PM Goh Chok Thong was Guest of Honor for this event.
1sebast;3;30-06-1996;null;Certificate of Representation : Track and Field;Temasek Polytechnic;null
1sebast;4;30-06-1996;null;Scholarship Singapore Sports Council Sports Asst.;Singapore Sports Council;null
1sebast;5;30-06-1995;null;Book Grant;Temasek Polytechnic;null
3prateekjain;1;31-03-2019;null;SPOT (Special Performance on Time) Award;NEC Technologies India Pvt Ltd;For the quarter of JFM'19 received a certificate of appreciation.
3prateekjain;2;30-06-2018;null;Pat on the back;NEC Technologies India Pvt Ltd;Certificate of appreciation.
3prateekjain;3;31-01-2017;null;Most Valuable Player -Debutant;Infosys Ltd;"For the period of Apr'16 - Dec'16 received nomination of \""Most Valuable Player - Debutant\""."
3prateekjain;4;31-07-2016;null;Insta Award;Infosys Ltd;Certificate of Appreciation for quarter Apr\u201916 - Jun\u201916 (Q1\u20192016).
3prateekjain;5;31-12-2015;null;High Performer;Infosys Ltd;"Secured Grade-\""A\"" in overall Infosys Training.Scored full 100 out of 100 marks in final project"
4671army3;1;31-12-2012;null;Queen's Diamond Jubilee Medal;Governor General of Canada;The Queen's Diamond Jubilee Medal is awarded to outstanding Canadians who had distinguished themselves and had contributed extraordinarily to the betterment of the community, society and to  Canada.
4671army3;2;30-06-2005;null;Canadian Decoration;Government of Canada;For 12 years of meritorious service in the Canadian Armed Forces
4671army3;3;30-09-2002;null;Queen's Golden Jubilee Medal;Governor General of Canada;Medal is awarded outstanding Canadians who have significantly contributed to the community and Canada
4671army3;4;;null;Talent Development Award;Ministry of Health, National University Hospital;Full scholarship awarded by the Ministry of Health to scholars who have demonstrated exceptional abilities in their duties to further their studies in their respective profession.
a-halim-sani-acta-cctp-cats-ccps-954725138;1;30-11-2016;null;National Day Awards 2016 - Efficiency Medal;Singapore Police Force;null
a-halim-sani-acta-cctp-cats-ccps-954725138;2;30-04-2015;null;Civil Service Long Service Award;Mr. T Raja Kumar, Chief Executive Home Team Academy;In appreciation for the service rendered for the past 30 years
a-halim-sani-acta-cctp-cats-ccps-954725138;3;31-08-2013;null;Minister for Home Affairs National Day Award 2013 (Individual);Mr Teo Chee Hean, Deputy Prime Minister & Minister for Home Affairs;Home Team National Day Observance Ceremony 2013
a-halim-sani-acta-cctp-cats-ccps-954725138;4;31-07-2011;null;Home Team Achievement Award;Mr Teo Chee Hean, Deputy Prime Minister and Minister For Home Affairs;For Involvement in Threat Oriented Passenger Screening Integrated System
aamodmehrish;1;01-02-2019;null;SMU ambassadorial corps;Executive Committee;null
aanchal-arora-568548151;1;31-01-2017;null;Certificate of Merit;S.B.S.(P.G.) Institute of Biomedical Science and Research Dehradun;for M.Sc. Chemistry 3rd semester.
aanchal-arora-568548151;2;31-01-2016;null;Certificate of Merit;S.B.S.(P.G.) Institute of Biomedical Science and Research Dehradun;null
aanchal-arora-568548151;3;31-01-2016;null;Meritorious student scholarship;Sardar Gurucharan Singh Memorial;Awarded scholarship for M.Sc. Chemistry 1st semester.
aanchal-arora-568548151;4;31-05-2012;null;Certificate of Honor;Children's Academy Deheradun;Secondary School for being House Captain of the School.
aanchal-arora-568548151;5;31-05-2011;null;Certificate of Excellence and merit;Children's Academy Deheradun;For scoring highest marks in Primary School.
aanchal-viswanathan-anand-r-dmt-583778136;1;30-09-2018;null;Dorothy P. Barret Endowed Scholarship for Academic Merit;Pratt Institute, New York;Awarded with an endowment scholarship for good academic merit.
aanchal-viswanathan-anand-r-dmt-583778136;2;31-08-2017;null;Admissions Scholarship for Graduate DMT Program;Creative Arts Therapy Department, Pratt Institute, New York;Awarded with a renewable scholarship for the duration of the two-year graduate DMT program.
aandama;1;30-09-2011;null;Risk Management Group (RMG) award - Drive and Delivery;Macquarie Group;Recognition provided by the RMG business for a thorough investigation analysis, and data consolidation efforts that were provided in relation to an issue, which saved the business a significant amount of time in dealing with the case
aandama;2;31-03-2010;null;The Creative Thinkers Award;Accenture Morgan Stanley STP ASG;Recognition for the exemplary demonstration of innovativeness by creating the Automation of Timesheets Tool, which was used by the Manila team
aandama;3;31-03-2008;null;Cum Laude;Ateneo de Davao University;Bachelor of Science in Computer Science
aandama;4;;null;Information Technology Group (ITG) award - Client Service;Macquarie Group;Recognition for the automation work that decreased the Shared Pool team\u2019s efforts in doing a daily task from 3-4 hours to 15 minutes
aarief-hussain-66469b117;1;31-10-2017;null;Certificate of Honor;Jahan Daneshgahi, Art University -Iran;Shooting stories  of People & Cultures across Himalayas and Trans Himalayas.
aaron-chen-784838a5;1;31-03-2018;null;Shining Star Award Q1 2018;HSBC;In recognition of outstanding performance in Q1 2018
aaron-chen-784838a5;2;31-12-2017;null;Elite Circle Q4 2017;HSBC;In Recognition of the outstanding performance in Q4 2017
aaron-chen-784838a5;3;30-09-2017;null;Elite Circle Q3 2017;HSBC;In recognition of the outstanding performance in Q3 2017
aaron-khoo-139401;1;01-01-2017;null;N-House Residence;Resident Assistant;\u2022\tLed a team of 7 to liaise with NOC Alumni start-ups and organise a total of 10 events per semester, particularly the inaugural 24-hour Innovation Challenge at The Hangar @NUS Enterprise, a guided hackathon for over 15 teams of NUS Students \u2022\tCoordinated and organised the Final Pitch Night with NUS Enterprise for over 10 teams of student entrepreneurs and prepared their pitches through relevant workshops and speed-dating sessions
aaron-khoo-139401;2;01-03-2015;31-05-2016;NUS Raffles Hall 57th Junior Common Room Committee;Acting President / Vice President;\u2022\tSpearheaded the inaugural Hall Leader Summit to build rapport among 70 hall leaders and introduced the Hall Leader Guidelines for conflict resolution and expectation alignment\u2022\tActed as the ex officio and advisor to the producers of the Raffles Hall Musical Production 2015, titled \u201cViva-lah Singapura\u201d\u2022\tPlanned and executed the inaugural Raffles Hall Charity Golf \u2013 Tan Lee Meng Cup, raising over S$1.2 million to establish the Raffles Hall Alumni Bursary Fund from over 200 alumni
aaron-khoo-139401;3;01-06-2012;30-06-2013;Science and Mathematics Council;President;Science and Mathematics Council - President-Chairman of 7th Summer Camp 2012-Chairman of Heyday 2012-Chairman of Nepal Educational Program 2012-Vice Chairman of 35th C.B. Paul Memorial Science Quiz 2013-Chairman of International Biomedical Challenge 2013-Chairman of 4th Little Professor 2013-Vice President of Enrichment Club 2012 \u2013 2013
aaron-lim-park-hotel-group;1;01-04-2015;null;Adult Education Network (AEN);-;null
aaron-loh-047177132;1;31-01-2020;null;CBG Brilliant Star Awards - Q1 2020;DBS;Awarded Top Achiever Silver Award for Q1 2020
