public_identifier;num_articles;title;link;published_date;author;image_url
dsharabi;3;;https://www.linkedin.com/pulse/imonomy-looking-senior-product-management-doran-sharabi;10-01-2016;By Doran Sharabi;https://media-exp1.licdn.com/dms/image/C5112AQFXZ4pfxAlXeg/article-cover_image-shrink_180_320/0/1520184746587?e=1634169600&v=beta&t=UxmWk5v2imOb7UbK-j1NgvQObLZVFinfpBZx-EQbsLY
masha-shal-bar-shoichetman-537683;1;05-05-04-05-09-05-05-00-05-09-05-03-05-02-05-05-09-05-02-05-05-00-05-02-05-09-05-09-05-05-01-05-07-05-08-05-00-05;https://www.linkedin.com/pulse/%%D7%%9E%%D7%%94-%%D7%%A9%%D7%%9C%%D7%%90-%%D7%%99%%D7%%93%%D7%%A2%%D7%%AA%%D7%%99-%%D7%%A2%%D7%%9C-%%D7%%90%%D7%%92%%D7%%99%%D7%%99%%D7%%9C-%%D7%%A1%%D7%%A7%%D7%%A8%%D7%%90%%D7%%9D-masha-shal-bar-shoichetman;01-01-2020;By Masha Shal Bar-Shoichetman;https://media-exp1.licdn.com/dms/image/C4E12AQFqtRkRTIAwpw/article-cover_image-shrink_600_2000/0/1585750858222?e=1634169600&v=beta&t=gdnchHpbZsDcHNQgEhfArrP2LpEUsYITxJZ4ycEFVJw
masha-shal-bar-shoichetman-537683;2;05-05-05-05-05-01-05-09-05-00-05-08-05-09-05-05-05-07-05-05-05-08-05-05-05-00-05-04-05-08-05-09-05-09-05-05-01;https://www.linkedin.com/pulse/%%D7%%95%%D7%%95%%D7%%91%%D7%%99%%D7%%A0%%D7%%A8%%D7%%99%%D7%%9D-%%D7%%9C%%D7%%A7%%D7%%95%%D7%%A8%%D7%%95%%D7%%A0%%D7%%94-%%D7%%98%%D7%%99%%D7%%99%%D7%%9E%%D7%%A1-masha-shal-bar-shoichetman;24-01-2020;By Masha Shal Bar-Shoichetman;https://media-exp1.licdn.com/dms/image/C4D12AQEuMipDJWaNDA/article-cover_image-shrink_180_320/0/1585045992001?e=1634169600&v=beta&t=GG7sFS-lsmiLAjZpWtCiL63SQ9nN-HVpGHEao6amLho
masha-shal-bar-shoichetman-537683;3;2016;https://www.linkedin.com/pulse/monitoring-american-social-media-during-elections-2016-masha-shal-bar;16-01-2016;By Masha Shal Bar-Shoichetman;https://media-exp1.licdn.com/dms/image/C5612AQGfxwNmDDv4Ww/article-cover_image-shrink_180_320/0/1520088166444?e=1634169600&v=beta&t=4imh1jmZE8VPFhGP5Xs-stTL6RrWWEz9NeJ4CSyzQEQ
smorglobal;1;;https://www.linkedin.com/pulse/netflix-can-fix-your-broken-heart-try-deep-change-dr-shira-mor;03-01-2020;By Dr. Shira Mor;https://media-exp1.licdn.com/dms/image/C4D12AQECii1HoJSiaw/article-cover_image-shrink_600_2000/0/1604422913468?e=1634774400&v=beta&t=U_dTi3tpiMHwb5MbK4iUJmxYXD16mLEhH_TDlW2gdyw
smorglobal;2;;https://www.linkedin.com/pulse/marvelous-mrs-failure-mr-small-wins-shira-mor;08-01-2019;By Dr. Shira Mor;https://media-exp1.licdn.com/dms/image/C4E12AQFnN-zoG6C3SA/article-cover_image-shrink_600_2000/0/1546930692422?e=1634774400&v=beta&t=mAjBk11UNB5uX93gVI3nKZI8536cQ0oNXMxdKitmeK8
smorglobal;3;;https://www.linkedin.com/pulse/work-part-time-experiment-full-time-shira-mor;18-01-2018;By Dr. Shira Mor;https://media-exp1.licdn.com/dms/image/C4D12AQEG6mW4uYxZUg/article-inline_image-shrink_400_744/0/1520148384741?e=1634774400&v=beta&t=rOgoSuT22liqXCbhMDIAKdL-gecSjQfPeGONnvzdQl0
anat-shavit-995ba12;1;05-00-05-00-05-07-05-00-05-05-05-05-02-05-09-05-09-05-01-05-09-05-05-02-05-05-05-03-05-05-05-07-05-05-05-05-09-05-05-05-09-05-01-05-05-05-09-05-05-07-05-08-05-07-05-02-05-09-05;https://www.linkedin.com/pulse/%%D7%%90%%D7%%A0%%D7%%97%%D7%%A0%%D7%%95-%%D7%%9E%%D7%%92%%D7%%99%%D7%%99%%D7%%A1%%D7%%99%%D7%%9D-%%D7%%A2%%D7%%95%%D7%%93-%%D7%%9C%%D7%%AA%%D7%%97%%D7%%95%%D7%%9D-%%D7%%A9%%D7%%9C-%%D7%%9E%%D7%%99%%D7%%A1%%D7%%95%%D7%%99-%%D7%%9E%%D7%%A7%%D7%%A8%%D7%%A7%%D7%%A2%%D7%%99%%D7%%9F-anat-shavit;03-01-2019;By Anat Shavit;https://media-exp1.licdn.com/dms/image/C5612AQFQIYPbSM3kXg/article-cover_image-shrink_180_320/0/1554275631132?e=1634169600&v=beta&t=6pktMzZoaXZy0YUFGZAlWUTXlZvISYhNqmaH9HEf5fo
anat-shavit-995ba12;2;;https://www.linkedin.com/pulse/value-added-tax-update-anat-shavit;27-01-2016;By Anat Shavit;https://media-exp1.licdn.com/dms/image/C5112AQHJbzCNrOebow/article-cover_image-shrink_600_2000/0/1520149340488?e=1634169600&v=beta&t=Mzj67GTifF32qYPfFlDUMdaAictG2Sae0BRmwXu0iQo
anat-shavit-995ba12;3;;https://www.linkedin.com/pulse/new-ita-ruling-regarding-taxation-holdback-payments-reverse-shavit;24-01-2016;By Anat Shavit;https://media-exp1.licdn.com/dms/image/C5112AQF431ywM1MroQ/article-cover_image-shrink_180_320/0/1520085761117?e=1634169600&v=beta&t=40Jem3XYN7GTI0Tns00VO69LwH-hOHGhJtaJiq4vBZE
elinor-miron-peer-6384bb26;1;;https://www.linkedin.com/pulse/bdb-looking-front-end-developr-elinor-miron-peer;15-01-2016;By Elinor Miron Peer;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_13.jpg
nati-catran-9784ab3;1;05-04-05-05-08-05-05-06-05-05-07-05-03-05-09-05-00-05-05-05-05-08-05-05-00-05-05-05-05-05-05-02-05-09-05;https://www.linkedin.com/pulse/20141102094358-10181036-l-rose-solutions-%%D7%%9C%%D7%%9E%%D7%%A8%%D7%%9B%%D7%%96-%%D7%%9C%%D7%%97%%D7%%93%%D7%%A9%%D7%%A0%%D7%%95%%D7%%AA-%%D7%%98%%D7%%9B%%D7%%A0%%D7%%95%%D7%%9C%%D7%%95%%D7%%92%%D7%%99%%D7%%AA;02-01-2014;By Nati Catran;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_5.jpg
nati-catran-9784ab3;2;05-04-05-05-08-05-05-06-05-05-07-05-03-05-09-05-00-05-05-05-05-08-05-05-00-05-05-05-05-05-05-02-05-09-05-05-00-05-05-08-05-05-05-06-05-04-05-05-08-05-05-05-00-05-05-05;https://www.linkedin.com/pulse/20141102090445-10181036-%%D7%%94%%D7%%9E%%D7%%A8%%D7%%9B%%D7%%96-%%D7%%9C%%D7%%97%%D7%%93%%D7%%A9%%D7%%A0%%D7%%95%%D7%%AA-%%D7%%98%%D7%%9B%%D7%%A0%%D7%%95%%D7%%9C%%D7%%95%%D7%%92%%D7%%99%%D7%%AA-%%D7%%90%%D7%%9C-%%D7%%A8%%D7%%95%%D7%%96-%%D7%%A4%%D7%%AA%%D7%%A8%%D7%%95%%D7%%A0%%D7%%95%%D7%%AA;02-01-2014;By Nati Catran;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_13.jpg
dedi-ben-menachem-2086a6b8;1;05-04-05-09-05-02-05-08-05-09-05-08-05-04-05-08-05-05-05-01-05-01-05-09-05-05-05-05-08-05-09-05-05-09-05-09-05-08-05-00-05;https://www.linkedin.com/pulse/%%D7%%94%%D7%%A9%%D7%%92%%D7%%A8%%D7%%99%%D7%%A8-%%D7%%94%%D7%%98%%D7%%95%%D7%%91-%%D7%%91%%D7%%99%%D7%%95%%D7%%AA%%D7%%A8-%%D7%%A9%%D7%%9C-%%D7%%99%%D7%%A9%%D7%%A8%%D7%%90%%D7%%9C-dedi-ben-menachem;04-01-2016;By Dedi Ben Menachem;https://media-exp1.licdn.com/dms/image/C4D12AQEIYnpP6roROA/article-cover_image-shrink_180_320/0/1520059110001?e=1634169600&v=beta&t=Yy5qsjg2w8rRku4oiZ5p0GLrVIS39uxpWDKzIQvnqio
dedi-ben-menachem-2086a6b8;2;100-2015;https://www.linkedin.com/pulse/geektimes-list-100-most-influential-people-israeli-dedi-ben-menachem;22-01-2015;By Dedi Ben Menachem;https://media-exp1.licdn.com/dms/image/C4D12AQHR8Y1jxKqGbQ/article-cover_image-shrink_180_320/0/1520082251223?e=1634169600&v=beta&t=-Ry-pKgyRxQV99o6hB-poPqovDP0dp_xm54I_z2RuQ4
dedi-ben-menachem-2086a6b8;3;;https://www.linkedin.com/pulse/sorting-out-iot-startups-israel-dedi-ben-menachem;14-01-2015;By Dedi Ben Menachem;https://media-exp1.licdn.com/dms/image/C4E12AQFAmCcrKq98xA/article-inline_image-shrink_400_744/0/1520431466930?e=1634169600&v=beta&t=7gKlnnSCo0fTirelF_jtGomZYyNjIv7_eR_lcX74cD0
tal-shen-tal-bresler-9563b168;1;05-00-05-00-05-09-05-05-06-05-05-09-05-00-05-04-05-05-05-05-08-05-09-05-05-04-05-05-02-05-05-05-00-05-09-05-09-05-00-05-09-05-05-05-04-05-05-07-05-09-05-05-05-06-05-05-04-05-01-05-05-07-05-05-05-05-04-05-05-07-05-09-05-05-05-01-05-05-04-05-08-05-09-05-05-05-07-05-05-05-08-05-01-05-09-05-09-05-07-05-05-05-03-05-09-05-09-05-00-05-00-05-09-05-05-05-05-03-05-05-05-00-05-05-05-01-05-05-01-05-08-05-01-05-05-05-05-05-05-01-05-04-05-09-05-08;https://www.linkedin.com/pulse/%%D7%%90%%D7%%A0%%D7%%99-%%D7%%9E%%D7%%96%%D7%%9E%%D7%%99%%D7%%A0%%D7%%94-%%D7%%9E%%D7%%95%%D7%%A8%%D7%%99%%D7%%9D-%%D7%%94%%D7%%9E%%D7%%A2%%D7%%95%%D7%%A0%%D7%%99%%D7%%99%%D7%%A0%%D7%%99%%D7%%9D-%%D7%%9C%%D7%%A4%%D7%%AA%%D7%%97-%%D7%%99%%D7%%95%%D7%%96%%D7%%9E%%D7%%94-%%D7%%91%%D7%%AA%%D7%%97%%D7%%95%%D7%%9D-%%D7%%94%%D7%%AA%%D7%%A7%%D7%%A9%%D7%%95%%D7%%91-tal;13-01-2016;By Tal Shen-tal Bresler;https://media-exp1.licdn.com/dms/image/C4D12AQGLzJezPIlZJw/article-cover_image-shrink_600_2000/0/1520246096823?e=1634774400&v=beta&t=948Pe1RL2cI2CR6O3ge0IqWE8f5f7As6YNnEUzRoOrc
tal-shen-tal-bresler-9563b168;2;05-05-05-09-05-05-02-05-05-05-05-04-05-05-04-05-03-05-08-05-05-05-05-05-01-05-04-05-05-04-05-05-05-05-05-03-05-09-05-05-05-02-05-05-05-08-05-01-05-09-05;https://www.linkedin.com/pulse/%%D7%%9B%%D7%%9C%%D7%%99-%%D7%%9E%%D7%%A2%%D7%%95%%D7%%9C%%D7%%94-%%D7%%9C%%D7%%94%%D7%%93%%D7%%A8%%D7%%9B%%D7%%95%%D7%%AA-%%D7%%95%%D7%%9E%%D7%%A4%%D7%%92%%D7%%A9%%D7%%99-%%D7%%9C%%D7%%9E%%D7%%99%%D7%%93%%D7%%94-%%D7%%A9%%D7%%9E%%D7%%A1%%D7%%99%%D7%%99%%D7%%A2-%%D7%%9C%%D7%%9E%%D7%%A2%%D7%%95%%D7%%A8%%D7%%91%%D7%%95%%D7%%AA-%%D7%%A9%%D7%%9C-shen-tal-bresler-;29-01-2016;By Tal Shen-tal Bresler;https://media-exp1.licdn.com/dms/image/C4D12AQGZjg34AvBQyg/article-cover_image-shrink_180_320/0/1520127294492?e=1634774400&v=beta&t=GnNDjn4yxqzQfiYk3hGvevYVsTqU4CT-_FlmtXpis1g
ronnie-abbo-md-1371251;1;517;https://www.linkedin.com/pulse/cone-health-managing-heart-failure-patients-sensibles-ronnie-abbo-md;14-01-2016;By Ronnie Abbo, MD;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_7.jpg
ronnie-abbo-md-1371251;2;;https://www.linkedin.com/pulse/first-patient-enrolled-smile-study-ronnie-abbo-md;20-01-2015;By Ronnie Abbo, MD;https://media-exp1.licdn.com/dms/image/C4E12AQEPrTd8BKXq2A/article-cover_image-shrink_600_2000/0/1520057614436?e=1634774400&v=beta&t=oqv1HFPwQI6LQvDf-UvMfLw0k3_OhND_2xBGbDMCF6g
leavg;1;;https://www.linkedin.com/pulse/samurai-hiring-data-scientist-leav-graves;06-01-2016;By Leav Graves;https://media-exp1.licdn.com/dms/image/C5112AQH2hduUTFKimw/article-cover_image-shrink_180_320/0/1520183570391?e=1634169600&v=beta&t=jNh0qvR_E5oaMPclYX8B66qJBljlgHZViYFzdeuKPCQ
leavg;2;;https://www.linkedin.com/pulse/samurai-hiring-leav-graves;02-01-2016;By Leav Graves;https://media-exp1.licdn.com/dms/image/C5112AQFZj3iQauhdeQ/article-cover_image-shrink_180_320/0/1520127144862?e=1634169600&v=beta&t=3g_Lk6jvei__lfXLc6bjtRBTEZLMHsHpONQlx9nnBBY
hila-solomon-19241021;1;;https://www.linkedin.com/pulse/spoons-opens-pesach-hila-solomon;25-01-2019;By Hila Solomon;https://media-exp1.licdn.com/dms/image/C4D12AQE7y9TT2uzPQQ/article-cover_image-shrink_720_1280/0/1551098822901?e=1634169600&v=beta&t=TCjXWNltDbfnAJ0I_yHzmOXD2d7Eq6lS-TEooJccBa0
hila-solomon-19241021;2;;https://www.linkedin.com/pulse/spoonssaloncom-business-brunch-lunch-week-hila-solomon;03-01-2018;By Hila Solomon;https://media-exp1.licdn.com/dms/image/C4D12AQFsnJj3_bCNiA/article-cover_image-shrink_423_752/0/1533295636721?e=1634169600&v=beta&t=jUp2SZY11yEkI6gFkHZjtZ_S0nVSxtbxxcqRA9VMAEc
chedva-haber;1;;https://www.linkedin.com/pulse/new-year-choices-chedva-haber;01-01-2021;By Chedva Haber;https://media-exp1.licdn.com/dms/image/C4E12AQErTHKhTCvl0g/article-cover_image-shrink_180_320/0/1605174650335?e=1634169600&v=beta&t=IW7rANRQvDcZdljn92QJ8igV3maBLqKJi_ik0BPHbJo
chedva-haber;2;2020;https://www.linkedin.com/pulse/hindsight-2020-chedva-haber;01-01-2020;By Chedva Haber;https://media-exp1.licdn.com/dms/image/C4E12AQHtnuDuIl4rWA/article-cover_image-shrink_180_320/0/1595241631646?e=1634169600&v=beta&t=S2ZvCZFzzl8LTzCcS4i-cErNApV5HYXTTnW0glga35o
chedva-haber;3;;https://www.linkedin.com/pulse/fail-fast-flat-chedva-haber;02-01-2020;By Chedva Haber;https://media-exp1.licdn.com/dms/image/C4E12AQFVYSdxUuxMtA/article-cover_image-shrink_180_320/0/1604255619861?e=1634169600&v=beta&t=urVmP7NDE4ZbSnx9RHJIzIy1N11eaWfDn1nMiME-7Tg
omer-shani;1;05-09-05-09-05-05-05-05-05-05-05-06-05-08-05-05-00-05-06-05-07-05-05-05-00-05-05-05-08-05-05-05-06-05-09-05-05-05-07-05-05-05-05-07-05-00-05-05-05-05-05-05-02-05-05-04-05-02-05-05-05-05;https://www.linkedin.com/pulse/%%D7%%99%%D7%%A9-%%D7%%9C%%D7%%9B%%D7%%9D-%%D7%%9E%%D7%%95%%D7%%A6%%D7%%A8-%%D7%%9E%%D7%%A0%%D7%%A6%%D7%%97-%%D7%%95%%D7%%90%%D7%%AA%%D7%%9D-%%D7%%A8%%D7%%95%%D7%%A6%%D7%%99%%D7%%9D-%%D7%%9C%%D7%%97%%D7%%9C%%D7%%95%%D7%%A7-%%D7%%90%%D7%%95%%D7%%AA%%D7%%95-%%D7%%A2%%D7%%9D-%%D7%%94%%D7%%A2%%D7%%95%%D7%%9C%%D7%%9D-omer-shani;09-01-2017;By Omer Shani;https://media-exp1.licdn.com/dms/image/C5112AQEuA3JdtnRwRA/article-cover_image-shrink_180_320/0/1520141057106?e=1634169600&v=beta&t=MEO4z944Qq2opeOJFG2rtJbI2hMvyjvoYVZEX1Cctvk
omer-shani;2;05-09-05-05-02-05-05-05-04-05-02-05-05-02-05-05-04-05-09-05-04-05-04-05-00-05-09-05-00-05-04-05-00-05-07-05-05-05-05-00-05-08-05-00-05-04-05-09-05-05-00;https://www.linkedin.com/pulse/%%D7%%A9%%D7%%9E%%D7%%A2%%D7%%AA%%D7%%9D-%%D7%%A4%%D7%%A2%%D7%%9D-%%D7%%A2%%D7%%9C-%%D7%%94%%D7%%A9%%D7%%A4%%D7%%94-%%D7%%90%%D7%%99%%D7%%90%%D7%%A4%%D7%%A0%%D7%%A7%%D7%%95-%%D7%%9B%%D7%%A0%%D7%%A8%%D7%%90%%D7%%94-%%D7%%A9%%D7%%9C%%D7%%90-omer-shani;26-01-2017;By Omer Shani;https://media-exp1.licdn.com/dms/image/C5112AQG0MkathygxXw/article-cover_image-shrink_180_320/0/1520136459970?e=1634169600&v=beta&t=plBDTk1eWKob8Wv8-sQLZw3RrkjpC7RJmT1mHQSMWko
omer-shani;3;;https://www.linkedin.com/pulse/linguistic-quality-assurance-omer-shani;08-01-2017;By Omer Shani;https://media-exp1.licdn.com/dms/image/C5112AQFMQn8A1xKFkg/article-cover_image-shrink_180_320/0/1520123601975?e=1634169600&v=beta&t=kL16G-73Dx6fi8r-cvAVAg7jGKFvlPbwHnS5Ux8tOoQ
lev-magazinnik-670280113;1;;https://www.linkedin.com/pulse/learn-everything-online-lev-magazinnik;01-01-2016;By Lev Magazinnik;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_12.jpg
ohadkl;1;;https://www.linkedin.com/pulse/vigilant-vms-protects-israel-railways-stations-ohad-kleinman;13-01-2015;By Ohad Kleinman;https://media-exp1.licdn.com/dms/image/C5612AQFLbtC0mCy6LQ/article-cover_image-shrink_180_320/0/1520216726733?e=1634169600&v=beta&t=jJnsDCxESpfci4GURA0VROIVu7XKowFiVgkeOXsnn4o
ohadkl;2;201-201;https://www.linkedin.com/pulse/ramla-becoming-city-without-violence-ohad-kleinman;01-01-2015;By Ohad Kleinman;https://media-exp1.licdn.com/dms/image/C5612AQHm-jV5kH9uXA/article-cover_image-shrink_180_320/0/1520057187756?e=1634169600&v=beta&t=nSkcpcWwqlFAXekQnSntrodMdUgYgsWSFXR8OLc2ew4
ohadkl;3;;https://www.linkedin.com/pulse/ireland-public-broadcasting-company-selects-vigilant-ohad-kleinman;11-01-2015;By Ohad Kleinman;https://media-exp1.licdn.com/dms/image/C5612AQG7q3rmjfEeJg/article-cover_image-shrink_180_320/0/1520054515151?e=1634169600&v=beta&t=Uj9d6PR4WB86YQ_jhwFeDxBAXt19QIz-6mGJSa4cbgs
ilandorot;1;;https://www.linkedin.com/pulse/startup-seeking-rubyangular-js-developer-ilan-dorot;05-01-2015;By Ilan Dorot;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_18.jpg
ohadgross;1;;https://www.linkedin.com/pulse/sports-media-disruption-how-volumetric-technology-play-ohad-gross;06-05-2021;By Ohad Gross;https://media-exp1.licdn.com/dms/image/C4D12AQFVxeKx3FXfQQ/article-cover_image-shrink_180_320/0/1620230119729?e=1634169600&v=beta&t=4PUA3HH9SaNiE99oN-_FpesFq7fS8ldxftqrq5pl7a4
michal-biton-85045795;1;05-07-05-06-05-05-02-05-05-07-05-09-05-09-05-01-05-05-05-05-04-05-04-05-08-05-01-05-04-05-09-05-05-01-05-07-05-08-05-04-05-05-07-05-06-05-09-05-01-05-09-05;https://www.linkedin.com/pulse/%%D7%%A7%%D7%%A6%%D7%%AA-%%D7%%A2%%D7%%9C-%%D7%%97%%D7%%A9%%D7%%99%%D7%%91%%D7%%95%%D7%%AA%%D7%%94-%%D7%%94%%D7%%A8%%D7%%91%%D7%%94-%%D7%%A9%%D7%%9C-%%D7%%91%%D7%%A7%%D7%%A8%%D7%%94-%%D7%%AA%%D7%%A7%%D7%%A6%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-michal-biton-1;10-01-2015;By Michal Biton;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_3.jpg
ossielevi-slique;1;;https://www.linkedin.com/pulse/achieving-mask-chic-eyebrows-during-corona-ossie-levi;21-05-2020;By Ossie Levi;https://media-exp1.licdn.com/dms/image/C4D12AQH8TWslH0asRg/article-cover_image-shrink_180_320/0/1590062199256?e=1634169600&v=beta&t=JDu0LmMPzdgfQEquap5LaUoJYL7Tole2GLNOhOvrCRM
ossielevi-slique;2;;https://www.linkedin.com/pulse/threading-traditional-facial-hair-removal-method-still-ossie-levi;21-01-2020;By Ossie Levi;https://media-exp1.licdn.com/dms/image/C5612AQGkP3BLnCW4eg/article-cover_image-shrink_180_320/0/1587319793683?e=1634169600&v=beta&t=k14Yivlxcy0pyej5GJqQHUuHQ7Cs0L2PK2KmvrZ-v9k
amizur;1;;https://www.linkedin.com/pulse/we-recruiting-sales-managers-nj-alex-amizur;01-01-2015;By Alex Amizur;https://media-exp1.licdn.com/dms/image/C4E12AQFFwzL8ta1h4Q/article-cover_image-shrink_180_320/0/1520168691408?e=1634169600&v=beta&t=9Ibqt1uNlu7kyNcPhzonF0i_eDjD87kQLcXaLnM3Gl4
berrebi;1;;https://www.linkedin.com/pulse/propos-des-investissements-dans-startups-ico-jeremie-berrebi;27-01-2019;By Jeremie Berrebi;https://media-exp1.licdn.com/dms/image/C5612AQGPWTFigGYRpg/article-cover_image-shrink_180_320/0/1548595821159?e=1634169600&v=beta&t=Wlj7k0pL_YWpFtIkAW2Zjk2uSrzqx3b_FMXMlYlXMwk
berrebi;2;;https://www.linkedin.com/pulse/coding-bootcamp-right-thing-you-jeremie-berrebi;31-01-2018;By Jeremie Berrebi;https://media-exp1.licdn.com/dms/image/C4D12AQHT0zSahHtEQQ/article-cover_image-shrink_180_320/0/1520182761788?e=1634169600&v=beta&t=6Qmtg-B9_M6xeOpuvwrzqErd_I8ZmT3NsgZf-gCvMdY
berrebi;3;;https://www.linkedin.com/pulse/le-monde-des-affaires-est-il-sans-foi-ni-loi-jeremie-berrebi;10-05-2017;By Jeremie Berrebi;https://media-exp1.licdn.com/dms/image/C4D12AQElfWhHNdd94g/article-cover_image-shrink_180_320/0/1520159585709?e=1634169600&v=beta&t=V2fZnnNZuCdyMl-ctzE2OAJXOH_2uyTdkjHBTeP6NcA
omerpaz;1;;https://www.linkedin.com/pulse/why-do-we-need-srm-systems-subscription-relationship-management-paz;13-01-2016;By Omer Paz;https://media-exp1.licdn.com/dms/image/C5612AQE4YPIrduhgfw/article-cover_image-shrink_180_320/0/1520107283903?e=1634169600&v=beta&t=Wvbm4Qd9FBB9h-I5b6Jz-o6Y6yt92hONPb34YJ3ktDs
omerpaz;2;05-05-07-05-09-05-01-05-05-05-05-02-05-05-01-05-09-05-05-09-05-00-05-02-05-00-05-05-05-01-05-02-05-06-05-05-02-05-05-00-05-09-05-05-05-00-05-04-05-05-09-05-05-05-00-05-05-05-09-05-09-05;https://www.linkedin.com/pulse/%%D7%%9E%%D7%%97%%D7%%A9%%D7%%91%%D7%%95%%D7%%AA-%%D7%%A2%%D7%%9C-%%D7%%91%%D7%%99%%D7%%9C%%D7%%99%%D7%%A0%%D7%%92-%%D7%%90%%D7%%95-%%D7%%91%%D7%%A2%%D7%%A6%%D7%%9D-%%D7%%90%%D7%%99%%D7%%9A-%%D7%%9E%%D7%%A0%%D7%%94%%D7%%9C%%D7%%99%%D7%%9D-%%D7%%9E%%D7%%A0%%D7%%95%%D7%%99%%D7%%99%%D7%%9D-omer-paz-;30-01-2016;By Omer Paz;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_11.jpg
omerpaz;3;;https://www.linkedin.com/pulse/ux-challenges-crm-projects-omer-paz-%%D7%%A2%%D7%%95%%D7%%9E%%D7%%A8-%%D7%%A4%%D7%%96;04-01-2016;By Omer Paz;https://media-exp1.licdn.com/dms/image/C5612AQFSnWLyTe649A/article-cover_image-shrink_180_320/0/1520057215542?e=1634169600&v=beta&t=tJI57kxz2_w32bj9j5UDyJARaPvb6-gbbFaMdSS_F9g
noam-tenenbaum-9044364;1;;https://www.linkedin.com/pulse/awesome-design-noam-tenenbaum;18-01-2016;By Noam Tenenbaum;https://media-exp1.licdn.com/dms/image/C5612AQFjY1McE8c21Q/article-cover_image-shrink_180_320/0/1520080514884?e=1634169600&v=beta&t=G957mqbgwIuZ5lXW4FL4RZk4Ql7oWqfMnsKSsF14Yr0
noam-tenenbaum-9044364;2;05-05-08-05-00-05-04-05-05-08-05-00-05-04-05-09-05-02-05-05-04-05-07-05-09-05-08-05-00-05-05-04-05-05-09-05-09-05-04-05-04-05-01-05-05-05-04-05-02-05-09-05-08;https://www.linkedin.com/pulse/%%D7%%9E%%D7%%A8%%D7%%90%%D7%%94-%%D7%%A9%%D7%%A2%%D7%%9C-%%D7%%94%%D7%%A7%%D7%%99%%D7%%A8-%%D7%%90%%D7%%AA-%%D7%%94%%D7%%9B%%D7%%99-%%D7%%99%%D7%%A4%%D7%%94-%%D7%%91%%D7%%9B%%D7%%9C-%%D7%%94%%D7%%A2%%D7%%99%%D7%%A8-noam-tenenbaum;03-01-2016;By Noam Tenenbaum;https://media-exp1.licdn.com/dms/image/C5612AQH7LfZJsu6Mow/article-cover_image-shrink_180_320/0/1520241992159?e=1634169600&v=beta&t=jhajBX9QVJIBk_S8T_MdBOSLuljZvrCFyURYzVQJPkI
noam-tenenbaum-9044364;3;05-08-05-00-05-09-05-05-05-05-09-05-02-05-08-05-05-00-05-05-05-02-05-05-05-02-05-06-05-01-05-04-05-08-05-05-01-05-00-05-09-05-08-05-06-05-09-05-02-05;https://www.linkedin.com/pulse/%%D7%%A8%%D7%%90%%D7%%99%%D7%%95%%D7%%9F-%%D7%%A9%%D7%%A2%%D7%%A8%%D7%%9B%%D7%%A0%%D7%%95-%%D7%%A2%%D7%%9D-%%D7%%9E%%D7%%A2%%D7%%A6%%D7%%91-%%D7%%94%%D7%%A8%%D7%%9B%%D7%%91-%%D7%%A0%%D7%%99%%D7%%A8-%%D7%%96%%D7%%99%%D7%%92%%D7%%9C-noam-tenenbaum;22-01-2016;By Noam Tenenbaum;https://media-exp1.licdn.com/dms/image/C5612AQHsXzZLaHqoAg/article-cover_image-shrink_180_320/0/1520237284817?e=1634169600&v=beta&t=L-L0ClkNm7FtMZUhD7hey6AWEF0k-zKlpr52Hbd9m5M
ortal-lozowick;1;05-09-05-09-05-05-05-05-08-05-02-05-05-05-01-05-03-05-09-05-05-01-05-07-05-05-05-05-05-04-05-06-05-04-05-05-09-05-05-05-05-05-05-00-05-09-05-05-05-03-05-00-05-09-05-05-02-05-09-05-05-05-05-00-05-05-06-05-04;https://www.linkedin.com/pulse/%%D7%%A9%%D7%%99%%D7%%9E%%D7%%95%%D7%%A8-%%D7%%A2%%D7%%95%%D7%%91%%D7%%93%%D7%%99%%D7%%9D-%%D7%%91%%D7%%97%%D7%%9C%%D7%%AA-%%D7%%9C%%D7%%9E%%D7%%94-%%D7%%96%%D7%%94-%%D7%%9E%%D7%%A9%%D7%%AA%%D7%%9C%%D7%%9D-%%D7%%95%%D7%%90%%D7%%99%%D7%%9A-%%D7%%9B%%D7%%93%%D7%%90%%D7%%99-%%D7%%9C%%D7%%A2%%D7%%A9%%D7%%95%%D7%%AA-%%D7%%90%%D7%%AA-ortal-lozowick;10-05-2020;By Ortal Lozowick  \u05d0\u05d5\u05e8\u05d8\u05dc \u05dc\u05d6\u05d5\u05d1\u05d9\u05e7;https://media-exp1.licdn.com/dms/image/C4D12AQHXDkvcU5Exvw/article-cover_image-shrink_180_320/0/1589102430851?e=1634169600&v=beta&t=0VKjrp7Po7xFcNzgNorz77-nZ-CKlvf8h_ZZPS3ZviE
