public_identifier;num_accomplishment_patents;title;issuer;issued_on;description;application_number;patent_number;url
ruth-beyerlein-20939327;2;;United States;06-02-2001;null;6185662;6185662;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=6185662.PN.&OS=PN/6185662&RS=PN/6185662
deanmichaud;1;;Europe;03-12-2012;Bootability of a computer system with multiple LUNs. A flash device powers-on into a default LUN, from which the system boots, maintaining any other LUNs unavailable. The first LUN reconfigures the system to remove itself as the available LUN, to load a second LUN as the only available LUN, and to reboot the computer system into the newly available second LUN. The second LUN reconfigures the system to load any additional LUNs, such as removable storage on the flash drive. Upon reconfiguration, the system includes multiple LUNs. The second LUN includes an interpolated LUN driver, which exposes additional LUNs before operation of other device drivers. The interpolated LUN driver takes control during boot-up, exposing any available LUNs before the regular environment's operating system.;US20140156982 A1;US20140156982 A1;https://www.google.com/patents/WO2014089014A1?cl=en
cwblair;1;;2,887,730;null;"Fuel injection accuracy of gaseous fuel injectors is important for efficient engine operation. However, the performance of the injectors varies from part to part and across their lifetime, and when an injector is under performing according to its specification it is often unknown what is causing the problem. An apparatus for operating a gaseous fuel injector in an engine comprises a mass flow sensor that generates a signal representative of the mass flow rate of the gaseous fuel in a supply conduit in the engine. A controller connected with the injector and the mass flow sensor is programmed to actuate the injector to introduce gaseous fuel into the engine; determine the actual mass flow rate of the gaseous fuel based on the signal representative of the mass flow rate; calculate a difference between the actual mass flow rate and a desired mass flow rate; and adjust at least one of on-time of the gaseous fuel injector and a magnitude of an injector activation signal by respective amounts based on the difference when the absolute value of the difference is greater than a predetermined value.";null;null;http://brevets-patents.ic.gc.ca/opic-cipo/cpd/eng/patent/2887730/summary.html?query=*&start=301&num=50&type=
pratikgujjar;1;;null;null;null;null;null;https://patents.google.com/patent/US20180317085A1/en
kevinptruong;1;;United States;01-03-2019;null;20190216188;20190216188;https://patents.google.com/patent/WO2018035605A1
nathan-woodbury-174a2b192;1;;not yet assigned;null;null;null;null;null
nathan-woodbury-174a2b192;2;;not yet assigned;null;null;null;null;null
nathan-woodbury-174a2b192;3;2016-0286-782-01;US20160286782A1;null;null;null;null;null
nathan-woodbury-174a2b192;4;2019-0239-501-01;US20190239501A1;null;null;null;null;null
nathan-woodbury-174a2b192;5;2018-1761-29-01;WO2018176129A1;null;null;null;null;null
ryan%%7Ewest;1;;United States;08-10-2019;null;10438391;10438391;https://patents.justia.com/patent/10438391
ryan%%7Ewest;2;;United States;01-10-2019;null;10430980;10430980;https://patents.justia.com/patent/10430980
ryan%%7Ewest;3;;United States;26-12-2013;null;US 13/531,164;US 13/531,164;http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20130342544.PGNR.
ryan%%7Ewest;4;;Europe;25-12-2013;null;EP20120173313;EP20120173313;https://register.epo.org/application?number=EP12173313
ryan%%7Ewest;5;;Canada;22-12-2013;null;CA 2815633;CA 2815633;http://brevets-patents.ic.gc.ca/opic-cipo/cpd/eng/patent/2815633/summary.html
dnorth98;1;;United States;28-11-2017;Cloud-based systems and methods to securely share electronic files use a cloud or virtualized server to handle management tasks related to file sharing, while file storage is maintained securely by servers that are not part of the cloud. The content of the file to be shared is not transmitted to or by the cloud. Share requests from file senders, notifications to target recipients, and retrieve requests from target recipients are transmitted to and/or by the cloud.;9830330;9830330;http://www.freepatentsonline.com/9830330.html
dnorth98;2;;United States;14-03-2017;Cloud-based systems and methods to securely share electronic files use a cloud or virtualized server to handle management tasks related to file sharing, while file storage is maintained securely by servers that are not part of the cloud. The content of the file to be shared is not transmitted to or by the cloud. Share requests from file senders, notifications to target recipients, and retrieve requests from target recipients are transmitted to and/or by the cloud.;9596216;9596216;http://www.freepatentsonline.com/9596216.html
dnorth98;3;;United States;12-05-2015;The invention relates to systems and methods for load balancing cloud-based accelerated transfer servers. The system may transfer target data from client computer systems into and/or out of cloud storage. The system may allocate a set of transfer server instances and provide a client computer system with a publicly available address of each of the allocated transfer server instances. The client computer system may transmit the target data to an allocated transfer server instance via the publicly available address using an accelerated network protocol that uses a connectionless network protocol. The allocated transfer server instance may cause the target data to be stored in cloud storage, such as a cloud object storage provided by a cloud service provider. A given transfer server instance may be integrated with the cloud service provider and have a local, low latency, connection to storage devices of the cloud service provider.;9032081;9032081;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=9032081.PN.&OS=PN/9032081&RS=PN/9032081
dnorth98;4;;United States;06-01-2015;Cloud-based systems and methods to securely share electronic files use a cloud or virtualized server to handle management tasks related to file sharing, while file storage is maintained securely by servers that are not part of the cloud. The content of the file to be shared is not transmitted to or by the cloud. Share requests from file senders, notifications to target recipients, and retrieve requests from target recipients are transmitted to and/or by the cloud.;8930475;8930475;http://www.freepatentsonline.com/8930475.html
dnorth98;5;;United States;11-03-2008;The present invention provides a method and apparatus for notifying designated individuals of the success, failure or other status of a data transfer process. The system includes a central management computer for controlling the data transfer process and distributed agents for carrying out the process. As the data transfer process continues, the status, including success or failures of individual steps, is communicated to the central management computer in encoded messages within a control protocol. The central management computer retains logs of the status. Upon completion or termination of the data transfer process, the logs or other information regarding status of the process are provided to designed persons by the central management computer.;7343301;7343301;http://www.freepatentsonline.com/7343301.html
j-ross-mcbride-9852b712;1;;null;null;null;null;null;null
deanmcarthur;1;;United States;06-05-2008;A system and method for receiving communication signals is provided. According to the method, a plurality of communication signals is received, each communication signal comprising one or more source signals. The plurality of communication signals are multiplexed into a multiplexed signal, which is then converted into a baseband signal. The baseband signal is sampled to produce a digital multiplexed signal comprising a plurality of samples. The samples are interpolated to generate respective interpolated digital signals, which are then subject to a blind signal separation operation to separate each of the source signals.;7047043, 7369877;7047043, 7369877;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=7369877.PN.&OS=PN/7369877&RS=PN/7369877
deanmcarthur;2;;United States;29-10-2002;An adaptive noise suppression system includes an input A/D converter, an analyzer, a filter, and a output D/A converter. The analyzer includes both feed-forward and feedback signal paths that allow it to compute a filtering coefficient, which is input to the filter. In these paths, feed-forward signal are processed by a signal to noise ratio estimator, a normalized coherence estimator, and a coherence mask. Also, feedback signals are processed by a auditory mask estimator. These two signal paths are coupled together via a noise suppression filter estimator. A method according to the present invention includes active signal processing to preserve speech-like signals and suppress incoherent noise signals. After a signal is processed in the feed-forward and feedback paths, the noise suppression filter estimator then outputs a filtering coefficient signal to the filter for filtering the noise out of the speech and noise digital signal.;6473733 B1;6473733 B1;http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/6473733
deanmcarthur;3;;United States;19-08-2002;An adaptive noise suppression system includes an input A/D converter, an analyzer, a filter, and a output D/A converter. The analyzer includes both feed-forward and feedback signal paths that allow it to compute a filtering coefficient, which is input to the filter. In these paths, feed-forward signal are processed by a signal to noise ratio estimator, a normalized coherence estimator, and a coherence mask. Also, feedback signals are processed by a auditory mask estimator. These two signal paths are coupled together via a noise suppression filter estimator. A method according to the present invention includes active signal processing to preserve speech-like signals and suppress incoherent noise signals. After a signal is processed in the feed-forward and feedback paths, the noise suppression filter estimator then outputs a filtering coefficient signal to the filter for filtering the noise out of the speech and noise digital signal.;6647367, 7174291;6647367, 7174291;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=6647367.PN.&OS=PN/6647367&RS=PN/6647367
dnovillo;1;;United States;24-10-2011;null;US20130104112 A1;US20130104112 A1;http://www.google.com/patents/US20130104112
aisha-attar-69000396;1;;United States;15-01-2019;null;null;null;null
jinyang-shao-615912162;1;;China;11-09-2002;Patent Pending;CN1368642;CN1368642;null
olga-sem-b5b12a105;1;;Canada;15-02-2015;null;null;null;null
svitlana-zyma-1a2984162;1;0421-043-043-0441-0456-0431-0445-0440-043-043-0430-0442-043-0433-0440-0430-0444-0456-0447-043-043-0433-043-0432-0438-0437-043-0430-0447-0435-043-043-044-043-0456-043-0440-043-0435-043-0435-043-0435-043-0442-0456-0432-0432-043-0437-043-043-0435-043-0438-0445-043-0440-043-0431-0430-0445-0445-0430-0440-0447-043-0432-0438-0445-043-0440-043-0434-0443-043-0442-0456-0432;Patent UA 49330, G01N30/02. Published 16.09.2002. Bull. N 9;null;null;null;null;http://uapatents.com/patents/zima-svitlana-volodimirivna
julie-smithson;1;;United States;08-07-2014;null;8,775,937 B2;8,775,937 B2;http://smithsonmartin.com/
gregsomers;1;;United States;01-01-2018;"A method at a computing device for pool management, the method including determining a number and type of available assets in a defined area; finding that the number of available assets in at least one type of assets falls outside a defined range; and performing a remedial action based on the finding.";null;null;null
simon-rinfret-5994b025;1;;United States;12-09-2014;System and method for providing unified input from various input devices in a cross-platform environment for use in applications and games utilized over a network or cloud computing system.;20160077603;20160077603;http://www.freshpatents.com/-dt20160317ptan20160077603.php
ian-lewis-58a2bb77;1;;United States;07-12-2010;null;7847547;7847547;http://www.google.com/patents/US20090192725
ian-lewis-58a2bb77;2;;Canada;13-03-2017;null;null;null;https://patentimages.storage.googleapis.com/6f/18/db/20fa2ca80e2bb6/WO2018165751A1.pdf
gregstager;1;;United States;06-01-2015;null;8930410;8930410;http://patft1.uspto.gov/netacgi/nph-Parser?patentnumber=8930410
michael-peirone-08b44576;1;;United States;17-09-2019;null;null;null;https://patents.google.com/patent/US20210077280A1/
michael-peirone-08b44576;2;03;United States;26-06-2015;null;null;null;https://patents.google.com/patent/US20160374833A1/en
hua-song-1324439;1;;China;01-01-2005;null;CN 1598568A;CN 1598568A;null
hua-song-1324439;2;;China;01-01-2005;null;CN 2645080Y;CN 2645080Y;null
hua-song-1324439;3;;United States;15-07-2010;A method for capturing gaseous elemental mercury in a flue gas wherein a soluble mercury oxidizer is utilized to oxidize gaseous elemental mercury at a gas-liquid interface of a wet scrubber, and oxidized mercury product is removed prior to re-emission.;null;null;http://www.wipo.int/patentscope/search/en/WO2011008962
ronnie-abbo-md-1371251;1;;EP2335571;null;null;null;null;https://register.epo.org/application?number=EP11155095&tab=main
ronnie-abbo-md-1371251;2;;EP2258263;null;null;null;null;https://register.epo.org/application?number=EP10175565
rob-anders-a3a0251;1;;United States;06-02-2001;null;null;null;http://www.freepatentsonline.com/y2002/0090985.html
sheroleg;1;;United States;06-06-2002;Identifying virtual connection to telephony port relations in a telecommunication system. In one embodiment, a database is compiled of associations of virtual customer identity (VCID) information from ATM cells to telephony ports in an access system. The database is compiled by sending calling line identification presentation (CLIP) information across an ATM network along with the VCID to a virtual identification line (VIL) port in the access system. Reading the CLIP information associated with the VCID and storing VCID to telephony port relations in the database based on the CLIP information.;20030227904;20030227904;https://patents.google.com/patent/US20030227904A1
sheroleg;2;;United States;23-01-2002;A multi-user simulation system is provided. The multi-user simulation system utilizes a processing unit with multiple ports, the processing system being coupled via communications lines to a central unit. The processing system is adapted to execute test software and communicate to the central unit via the multiple ports to emulate multiple users of a communications network, thus simulating real-world loading conditions of the communication network. A method for testing the central unit is also disclosed.;20030139919;20030139919;https://patents.google.com/patent/US20030139919A1
sheroleg;3;;United States;11-06-2001;An access network adapted to be coupled to a local exchange over a high-speed link is provided. The access network has a digital line carrier having a port adapted to be coupled to the high-speed link and a plurality of line cards. Each line card has at least one port adapted to be coupled to a transceiver. The digital line carrier selectively connects a transceiver associated with a port of one of the plurality of line cards of the digital line carrier with a transceiver associated with a port of another line card of the digital line carrier based on a signal sent to and returned by the local exchange.;20020186829;20020186829;https://www.google.com/patents/US20020186829
yossimalka;1;;United States;17-02-2015;An enterprise-wide sharing arrangement uses a semantic abstraction, called a security assessment, to share security-related information between different security products, called endpoints. A security assessment is defined as a tentative assignment by an endpoint of broader contextual meaning to information that is collected about an object of interest. Its tentative nature is reflected in two of its components: a fidelity field used to express the level of confidence in the assessment, and a time-to-live field for an estimated time period for which the assessment is valid. Endpoints may publish security assessments onto a security assessment channel, as well as subscribe to a subset of security assessments published by other endpoints. A specialized endpoint is coupled to the channel that performs as a centralized audit point by subscribing to all security assessments, logging the security assessments, and also logging the local actions taken by endpoints in response to security threats.;8,959,568;8,959,568;http://www.google.com/patents/US8959568
yossimalka;2;;United States;10-02-2015;An enterprise-wide sharing arrangement uses a semantic abstraction, called a security assessment, to share security-related information between security products, called endpoints. A security assessment is defined as a tentative assignment by an endpoint of broader contextual meaning to information that is collected about an object of interest. Endpoints utilize an architecture that comprises a common assessment sharing agent and a common assessment generating agent. The common assessment sharing agent is arranged for subscribing to security assessments, publishing security assessments onto a channel, maintaining an awareness of configuration changes on the channel (e.g., when a new endpoint is added or removed), and implementing security features like authorization, authentication and encryption. A common assessment generating engine handles endpoint behavior associated with a security assessment including assessment generation, cancellation, tracking, and rolling-back actions based on assessments that have expired. The common assessment generating engine generates and transmits messages that indicate which local actions are taken.;8,955,105;8,955,105;http://www.google.com/patents/US8955105
yossimalka;3;;United States;19-08-2014;The subject disclosure relates to a knowledge-driven data quality solution that is based on a rich knowledge base. The data quality solution can provide continuous improvement and can be based on continuous (or on-going) knowledge acquisition. The data quality solution can be built once and can be reused for multiple data quality improvements, which can be for the same data or for similar data. The disclosed aspects are easy to use and focus on productivity and user experience. Further, the disclosed aspects are open and extendible and can be applied to cloud-based reference data (e.g., a third party data source) and/or user generated knowledge. According to some aspects, the disclosed aspects can be integrated with data integration services.;8,812,411;8,812,411;https://www.google.com/patents/US8812411
yossimalka;4;;United States;02-04-2013;Endpoints in an enterprise security environment are configured to adaptively switch from their normal data collection mode to a long-term, detailed data collection mode where advanced analyses are applied to the collected detailed data. Such adaptive data collection and analysis is triggered upon the receipt of a security assessment of a particular type, where a security assessment is defined as a tentative assignment by an endpoint of broader contextual meaning to information (i.e., data in some context) that is collected about an object of interest. A specialized endpoint is coupled to the security assessment channel and performs as a centralized audit point by subscribing to all security assessments, logging the security assessments, and also logging the local actions taken by endpoints in response to detected security incidents in the environment. The specialized endpoint is arranged to perform various analyses and processes on historical security assessments.;8,413,247;8,413,247;http://www.google.com/patents/US8413247
yossimalka;5;;United States;10-02-2004;A method for exploring the behavior of a design model, the method including the steps of providing a design model represented as a Finite State Machine (FSM). The method further includes the step of providing a path specification of interest. The method further includes the step of exploring the behavior of the design in order to find and present a scenario in the design that meets the path specification.;6,691,078;6,691,078;http://www.google.com/patents/US6691078
yossimalka;6;;United States;12-03-2002;Coverage measurement tool enabling a user to create a specific coverage tool for a coverage model including a set of coverage tasks specified by the user for checking a design such as a hardware or software system, and being associated with a database and model definition that defines the coverage model. The tool includes an insertion engine for storing into the database a table containing traces resulting from multiple tests, a processing engine processing the traces in the database according to the model definition, and a coverage analyzer analyzing the measurement results from the processing engine and preparing coverage analysis reports according to the model definition.;6,356,858;6,356,858;http://www.google.com/patents/US6356858
yossimalka;7;;United States;21-12-1999;An architecture-independent test program generator for producing test programs for checking the operation of a hardware processor design comprises means for storing data representing the processor instruction set and resources, and logic for generating, for subsequent storage or processing, test programs from said stored data, characterized in that the data is a separate declarative specification, the generator comprising logic for extracting said data from the storage means, and in that the relationships between the processor resources and semantic entities associated with each instruction are modelled in said declarative specification.;6,006,028;6,006,028;http://www.google.com/patents/US6006028
yossimalka;8;;United States;03-03-1998;A technique that applies the task coverage exercised within a behavioral model of the design to the design itself, while simulating one or more test sequences. Since the behavior model is an accurate and complete program representation of the architectural specification of the hardware design, the test case coverage of the architecture is implied by the measurement of how well the behavioral model code has been exercised. The completeness of the coverage is determined by the test coverage criteria selected, including, for example, statement coverage, branch coverage, or path coverage. The more detailed the criteria, the greater the number of tests.;5,724,504;5,724,504;http://www.google.com/patents/US5724504
yossimalka;9;;Europe;14-12-1994;An architecture-independent test program generator for producing test programs for checking the operation of a hardware processor design comprises means for storing data representing the processor instruction set and resources, and logic (30) for generating, for subsequent storage or processing, test programs from said stored data, characterised in that the data is a separate declarative specification (10), the generator comprising logic (50) for extracting said data from the storage means, and in that the relationships between the processor resources and semantic entities associated with each instruction are modelled in said declarative specification.;0,628,911;0,628,911;http://www.freepatentsonline.com/EP0628911.html
yossimalka;10;;United States;03-11-2011;The subject disclosure generally relates to parsing unstructured data based on knowledge of domains related to the unstructured data. A domain identification component can identify a set of domains related to a term in a data set. An inspection component can identify unmatched words, and unmatched related domains. A correlation component can compare the unmatched words to known values for the unmatched domains, and a manager component can match the unmatched words with the unmatched domains based on the comparison. In addition, combinations of the words can be generated based on a set of predetermined rules, and compared to the unmatched domains. Furthermore, delimiter based parsing can be employed to augment the knowledge based parsing.;null;null;http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=4&f=G&l=50&co1=AND&d=PG01&s1=malka.IN.&s2=microsoft.AS.&OS=IN/malka+AND+AN/microsoft&RS=IN/malka+AND+AN/microsoft
yossimalka;11;;United States;03-11-2011;The subject disclosure relates to a knowledge-driven data quality solution that is based on a rich knowledge base. The data quality solution can provide continuous improvement and can be based on continuous (or on-going) knowledge acquisition. The data quality solution can be built once and can be reused for multiple data quality improvements, which can be for the same data or for similar data. The disclosed aspects are easy to use and focus on productivity and user experience. Further, the disclosed aspects are open and extendible and can be applied to cloud-based reference data (e.g., a third party data source) and/or user generated knowledge. According to some aspects, the disclosed aspects can be integrated with data integration services.;null;null;http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=3&f=G&l=50&co1=AND&d=PG01&s1=malka.IN.&s2=microsoft.AS.&OS=IN/malka+AND+AN/microsoft&RS=IN/malka+AND+AN/microsoft
yossimalka;12;;United States;03-11-2011;The subject disclosure relates to a knowledge-driven data quality solution that is based on a rich knowledge base. The data quality solution can provide continuous improvement and can be based on continuous (or on-going) knowledge acquisition. The data quality solution can be built once and can be reused for multiple data quality improvements, which can be for the same data or for similar data. The disclosed aspects are easy to use and focus on productivity and user experience. Further, the disclosed aspects are open and extendible and can be applied to cloud-based reference data (e.g., a third party data source) and/or user generated knowledge. According to some aspects, the disclosed aspects can be integrated with data integration services.;null;null;http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=malka.IN.&s2=microsoft.AS.&OS=IN/malka+AND+AN/microsoft&RS=IN/malka+AND+AN/microsoft
urikolodny;1;;United States;01-11-2004;In general, in one aspect, the invention features a waveguide that includes a core extending along a waveguide axis and a confinement region surrounding the core. The confinement region includes a spiral portion and a non-spiral portion, wherein the spiral portion and the non-spiral portion extend along the waveguide axis.;US 7,310,466;US 7,310,466;http://www.google.co.in/patents/US7310466
yossisivilia;1;;Europe;29-06-2016;a product made for 3M Paltor, while on TED internship student group.A method of retrofitting a hearing protector with an active communication device. The method has steps of providing a hearing protector, providing the active communication device and retaining the active communication device at the hearing protector. Further, a hearing protector is provided having two generally dome-shaped earmuffs, an active communication device comprising a loudspeaker and electronic circuitry which comprises a wireless communication interface, and wherein the active communication device has a mounting ring that is retained between an outer shell and a cushioning of the earmuff.;WO2018002883 (A1);WO2018002883 (A1);https://patents.google.com/patent/WO2018002883A1/en
alexander-schwarzman-716b1910;1;8927-937;United States;06-01-2015;A semiconductor X-ray detector selectively illuminated with sub-band-gap [IR] radiation in order to produce a spatially patterned [conductive] regions inside the sensor;US20140070109, WO2012153210A3, CN103562746A, EP2707753A2, US;US20140070109, WO2012153210A3, CN103562746A, EP2707753A2, US;http://google.com/patents/WO2012153210A2?cl=en&hl=iw
vadim-gliner-72904213;1;;United States;19-05-2017;A method for guiding a procedure is provided. A volumetric map of an interior portion of a body of a subject is presented, and, during the procedure, in response to movements of a sensor with respect to the portion, the presented volumetric map is updated, by changing a manner in which the presented volumetric map shows areas of the portion from which material was removed by the procedure. Other embodiments are also described.;20170128138;20170128138;http://patents.justia.com/patent/20170128138
vadim-gliner-72904213;2;;United States;18-05-2017;A method, including registering a computerized tomography (CT) scan of a patient with a tracking system configured to track a location and an orientation of a sensor in the patient, and displaying the CT scan on a screen. The method further includes tracking coordinates of a probe having the sensor inside the patient using the tracking system. Based on the tracked coordinates, an icon representative of the location of the sensor is overlaid on the CT scan on the screen. The method also includes overlaying on the CT scan a ray, issuing from the icon in a direction corresponding to the orientation of the sensor, and traversing the screen to a termination point chosen responsively to a gray level distribution of the CT scan.;20170135764;20170135764;http://patents.justia.com/patent/20170135764
vadim-gliner-72904213;3;;United States;15-05-2017;A method, including, receiving three-dimensional tomographic data with respect to a body of a living subject, and using the data to generate a representation of an external surface of the body and displaying the representation on a screen. The method further includes inserting an invasive instrument into a region of the body and identifying a position of the instrument in the body. The method also includes rendering an area of the external surface surrounding the identified position of the instrument locally transparent in the displayed representation, so as to make visible on the screen an internal structure of the body in a vicinity of the identified position.;20170140527;20170140527;http://patents.justia.com/patent/20170140527
vadim-gliner-72904213;4;;United States;23-03-2017;A computerized tomography scan of a patient is registered with a magnetic tracking system configured to track a sensor in proximity to the patient. The sensor is mounted on a probe. When the distal end of the probe is in contact with the patient a vector representing a translation from the sensor to the distal end is determined and used together with the registered image to determine a position of the distal end with respect to the patient.;20170079553;20170079553;http://patents.justia.com/patent/20170079553
vadim-gliner-72904213;5;;United States;23-03-2017;Apparatus, including a ferromagnetic sheet and at least one radiator, mounted in proximity to the ferromagnetic sheet and configured to radiate a magnetic field into a region in proximity thereto. The apparatus further includes a solid sheet of thermal insulation, mounted between the ferromagnetic sheet and the at least one radiator so as to prevent transfer of thermal energy from the at least one radiator to the ferromagnetic sheet.;20170079547;20170079547;http://patents.justia.com/patent/20170079547
vadim-gliner-72904213;6;;United States;02-03-2017;A method, consisting of receiving a computerized tomography scan of at least a part of a body of a patient, and identifying voxels of the scan that correspond to regions in the body that are traversable by a probe inserted therein. The method also includes displaying the scan on a screen and marking thereon selected start and termination points for the probe. A processor finds a path from the start point to the termination point consisting of a connected set of the identified voxels. The processor also uses the scan to generate a representation of an external surface of the body and displays the representation on the screen. The processor then renders an area of the external surface surrounding the path locally transparent in the displayed representation, so as to make visible on the screen an internal structure of the body in a vicinity of the path.;20170056112;20170056112;http://patents.justia.com/patent/20170056112
vadim-gliner-72904213;7;;United States;26-01-2017;Apparatus, including a magnetic tracking system, which generates a magnetic field near a living subject's body, and a probe, having a distal end that can contact registration points on a surface of the body. The probe has a contact sensor, located within the distal end, that outputs first signals indicative of a quality of the contact between the distal end with the registration points. Located within the distal end is a magnetic detector that outputs second signals that are indicative of respective positions of the registration points in a coordinate frame of the magnetic tracking system. A processor receives a tomographic image of the subject, and verifies, based on the quality of the contact indicated by the first signals, that the registration points are valid, and registers the tomographic image in the coordinate frame of the magnetic tracking system using the positions of the valid registration points.;20170020411;20170020411;http://patents.justia.com/patent/20170020411
vadim-gliner-72904213;8;;United States;12-01-2017;A location pad includes multiple field-generators and a frame. The field-generators are configured to generate respective magnetic fields in a region-of-interest of a patient body, for measuring a position of a medical instrument in the region-of-interest. The frame is configured to fix the multiple field-generators at respective positions surrounding the region-of-interest. The frame is open on at least one side of the region-of-interest.;20170007155;20170007155;http://patents.justia.com/patent/20170007155
vadim-gliner-72904213;9;;United States;01-01-2017;A field generator includes multiple planar coils that are arranged in a single plane. At least two of the coils are non-concentric and are wound around respective axes that are not parallel with one another, so as to generate respective magnetic fields that are not parallel with one another.;20170007156;20170007156;http://patents.justia.com/patent/20170007156
vadim-gliner-72904213;10;;United States;22-12-2016;Apparatus and methods are described, including a tracking sensor. The sensor includes a tube containing a ferrite powder, and a coil wound around the tube. Other embodiments are also described.;20160372252;20160372252;http://patents.justia.com/patent/20160372252
vadim-gliner-72904213;11;;United States;08-10-2016;Apparatus, including a guidewire, having a distal end dimensioned to penetrate into a nasal sinus and a balloon, which is fitted over the guidewire in proximity to the distal end. There is an inflation channel, which runs along the guidewire and is coupled to convey a pressurized fluid into the balloon so as to inflate the balloon. The apparatus also includes a first electrode, fixedly attached to a distal tip of the guidewire, and a second electrode, fixedly attached to the guidewire at a location proximal to the distal tip. There are conductive leads running along the guidewire and coupled to apply an electrical potential between the first and second electrodes.;20170135754;20170135754;http://patents.justia.com/patent/20170135754
vadim-gliner-72904213;12;;United States;01-09-2016;Apparatus, including a camera which has an objective lens configured to focus light from an object, and an imaging array configured to receive the focused light and in response thereto, to output a signal representative of an image of the object. The apparatus further includes a multiplicity of illuminators arrayed around the objective lens and configured to illuminate the object, and a processor which is coupled to differentially adjust respective light intensities emitted by the illuminators responsively to the signal.;20160255261;20160255261;http://patents.justia.com/patent/20160255261
vadim-gliner-72904213;13;;United States;01-09-2016;A guidewire, consisting of a hollow tube, containing a longitudinal lumen and having a spiral channel cut into the tube, and having a distal end. The guidewire has an elongate flexible core positioned within the longitudinal lumen. The guidewire also has a conductive coil, wound around the core at a location within the lumen in proximity to the distal end, that is coupled to output a signal in response to a magnetic field applied to the guidewire.;20160235337;20160235337;http://patents.justia.com/patent/20160235337
vadim-gliner-72904213;14;;United States;01-09-2016;A method, including advancing a guidewire having a first diameter through a patient lumen, the guidewire being tracked by an electromagnetic system and an impedance system. While advancing the guidewire, signals of both systems, that are generated in response to differing positions of the guidewire in the lumen, are recorded. The method includes recording correspondences between the signals at each of the differing positions. The method also includes withdrawing the guidewire from the lumen, and then advancing through the lumen a second guidewire, having a second diameter smaller than the first diameter, which is tracked by the impedance system. While advancing the second guidewire, a signal of the impedance system generated in response to advancement of the second guidewire in the lumen is received. The method includes applying the correspondences to the signal in order to determine a position of the second guidewire in the lumen.;20160235336;20160235336;http://patents.justia.com/patent/20160235336
vadim-gliner-72904213;15;;United States;15-04-2016;A medical system, includes an imaging apparatus, which includes an array of detectors, which define an imaging volume and form images of a region within a body of a patient that is positioned in the imaging volume. A movable bed transports the body of the patient through the imaging volume. An invasive probe is inserted into a lumen within the body of the patient. A tracking apparatus includes a field transducer positioned in the imaging apparatus and defining a tracking volume within the imaging apparatus, and generates an indication of a location of the invasive probe within the tracking volume responsively to an interaction between the field transducer and the invasive probe. A controller controls the movable bed in response to the location of the invasive probe indicated by the tracking apparatus.;20160113723;20160113723;http://patents.justia.com/patent/20160113723
vadim-gliner-72904213;16;;United States;11-01-2016;A method for estimating a thickness of tissue includes receiving multiple measurements, each measurement indicating (i) a respective mechanical pressure applied to the tissue, and (ii) one or more round-trip propagation times of an ultrasound wave traversing the tissue in the presence of the respective mechanical pressure. A set of the measurements is selected, having mechanical pressures that fall in a specified partial subrange of mechanical-pressure values. The thickness of the tissue is estimated based on the round-trip propagation times in the selected set of the measurements.;20170196536;20170196536;http://patents.justia.com/patent/20170196536
vadim-gliner-72904213;17;;United States;06-01-2016;A surgical apparatus includes a rotatable shaft and a hollow insertion tube. The shaft includes at least one optical marker located thereon. The insertion tube is configured for insertion into a patient body, and is coaxially disposed around the shaft. One or more optical devices are coupled around an inner perimeter of the insertion tube and are configured to detect the marker and output one or more signals indicative of an angular position of the detected marker.;20170189123;20170189123;http://patents.justia.com/patent/20170189123
