public_identifier;num_languages;language
%D0%B0%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80-%D0%BA%D0%B5%D0%BB%D0%BB%D0%B0-135a1374;3;English
%D0%B0%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80-%D0%BA%D0%B5%D0%BB%D0%BB%D0%B0-135a1374;4;Fran\u00e7ais
%D0%B0%D0%BB%D0%BC%D0%B0%D0%B7-%D0%B6%D1%83%D0%BC%D0%B0%D1%82%D0%B0%D0%B5%D0%B2%D0%B0-774a8575;1;\u0420\u0443\u0441\u0441\u043a\u0438\u0439
%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D0%B8%D0%BD%D0%B0-%D1%81%D1%83%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0-612666a7;1;\u0420\u0443\u0441\u0441\u043a\u0438\u0439
%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D0%B8%D0%BD%D0%B0-%D1%81%D1%83%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0-612666a7;2;\u0410\u043d\u0433\u043b\u0438\u0439\u0441\u043a\u0438\u0439
%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D0%B8%D0%BD%D0%B0-%D1%81%D1%83%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0-612666a7;3;\u042f\u043f\u043e\u043d\u0441\u043a\u0438\u0439
%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D0%B8%D0%BD%D0%B0-%D1%81%D1%83%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0-612666a7;4;\u0428\u0432\u0435\u0434\u0441\u043a\u0438\u0439
%D0%B1%D0%B5%D0%BD%D0%B4%D0%B6%D0%B0%D0%BC%D0%B8%D0%BD-oneal-4aab1592;1;English
%D0%B1%D0%B5%D0%BD%D0%B4%D0%B6%D0%B0%D0%BC%D0%B8%D0%BD-oneal-4aab1592;2;Russian
%D0%B1%D0%B5%D0%BD%D0%B4%D0%B6%D0%B0%D0%BC%D0%B8%D0%BD-oneal-4aab1592;3;Poshto
%D0%B1%D0%B5%D0%BD%D0%B4%D0%B6%D0%B0%D0%BC%D0%B8%D0%BD-oneal-4aab1592;4;DariPersian
%D0%B1%D0%B5%D0%BD%D0%B4%D0%B6%D0%B0%D0%BC%D0%B8%D0%BD-oneal-4aab1592;5;French
%7Edanielchang;1;English
%7Edanielchang;2;Spanish
%7Edanielchang;3;Korean
%7Ekatie-mcavey%7E-20132511b;1;English
%7Elaurafang;1;English
%7Elaurafang;2;Spanish
%7Elaurafang;3;Chinese
%7Erad;1;Bosnian
%7Erad;2;English
%7Erad;3;Montenegrin
%7Ewendywu;1;Chinese
%7Ewendywu;2;English
%7Ewendywu;3;Spanish
%C2%B0benjamin-gonzales-89132b18a;1;Korean
%C2%B0benjamin-gonzales-89132b18a;2;English
%C2%BBesperanza-albuquerque-01242956;1;Spanish
%C3%97angela-hedge-150a21a0;1;AmericanSignLanguage
%C3%A1gota-supernault-0862a327;1;Hungarian
%C3%A1gota-supernault-0862a327;2;English
%C3%A1gota-supernault-0862a327;3;Romanian
%C3%A1gota-supernault-0862a327;4;Spanish
%C3%A1lvaro-d%C3%ADaz-flores-caminero-08417414b;1;Spanish
%C3%A1lvaro-d%C3%ADaz-flores-caminero-08417414b;2;English
%C3%A1lvaro-d%C3%ADaz-flores-caminero-08417414b;3;French
%C3%A1lvaro-gabriel-g%C3%B3mez-gil-b96366109;1;Espa\u00f1ol
%C3%A1lvaro-gabriel-g%C3%B3mez-gil-b96366109;2;Ingl\u00e9s
%C3%A1lvaro-gabriel-g%C3%B3mez-gil-b96366109;3;Franc\u00e9s
%C3%A1lvaro-lamarca-almela-118997ab;1;English
%C3%A1lvaro-lamarca-almela-118997ab;2;Spanish
%C3%A1lvaro-r-calder%C3%B3n-61aba439;1;Spanish
%C3%A1lvaro-r-calder%C3%B3n-61aba439;2;English
%C3%A1lvaro-rodr%C3%ADguez-p%C3%A9rez-a02304149;1;Ingl\u00e9s
%C3%A1ngel-adri%C3%A1n-cant%C3%BA-su%C3%A1rez-a5681516a;1;English
%C3%A1ngel-adri%C3%A1n-cant%C3%BA-su%C3%A1rez-a5681516a;2;Spanish
%C3%A1ngel-antonio-p%C3%A9rez-655ab980;1;English
%C3%A1ngel-antonio-p%C3%A9rez-655ab980;2;Spanish
%C3%A1ngel-antonio-p%C3%A9rez-655ab980;3;German
%C3%A1ngel-brise%C3%B1o-b1585062;1;Espa\u00f1ol
%C3%A1ngel-brise%C3%B1o-b1585062;2;Ingl\u00e9s
%C3%A1ngel-brise%C3%B1o-b1585062;3;Franc\u00e9s
%C3%A1ngel-collado-schwarz-03141925;1;Spanish
%C3%A1ngel-collado-schwarz-03141925;2;English
%C3%A1ngel-collado-schwarz-03141925;3;French
%C3%A1ngel-collado-schwarz-03141925;4;German
%C3%A1ngel-collado-schwarz-03141925;5;Italian
%C3%A1ngel-collado-schwarz-03141925;6;Portuguese
%C3%A1ngel-guzm%C3%A1n-3040a5a1;1;Spanish
%C3%A1ngel-guzm%C3%A1n-3040a5a1;2;English
%C3%A1ngel-guzm%C3%A1n-3040a5a1;3;Portuguese
%C3%A1ngel-m-fal%C3%BA-garc%C3%ADa-450386a6;1;Spanish
%C3%A1ngel-m-fal%C3%BA-garc%C3%ADa-450386a6;2;English
%C3%A1ngel-noel-santiago-col%C3%B3n-218524122;1;English
%C3%A1ngel-noel-santiago-col%C3%B3n-218524122;2;Spanish
%C3%A1ngeles-femen%C3%ADa-1475796;1;English
%C3%A1ngi-j-5162b05b;1;Spanish
%C3%A1ngi-j-5162b05b;2;English
%C3%A1rp%C3%A1d-mikl%C3%B3s-4603477;1;English
%C3%A1rp%C3%A1d-mikl%C3%B3s-4603477;2;Hungarian
%C3%A1rp%C3%A1d-mikl%C3%B3s-4603477;3;German
%C3%A5ge-brorstad-97550259;1;English
%C3%A5ge-brorstad-97550259;2;Bokm\u00e5l
%C3%A5ge-brorstad-97550259;3;Norwegian
%C3%A5ge-brorstad-97550259;4;German
%C3%A5ge-brorstad-97550259;5;Thai
%C3%A5ge-brorstad-97550259;6;Swedish
%C3%A5ge-brorstad-97550259;7;Danish
%C3%A5sa-cervone-2795362;1;Swedish
%C3%A5sa-cervone-2795362;2;English
%C3%A5seruthmitchell;1;English
%C3%A5seruthmitchell;2;Norwegian
%C3%A7i%C3%A7ek-yavuz-9a6382136;1;German
%C3%A7i%C3%A7ek-yavuz-9a6382136;2;Turkish
%C3%A7i%C3%A7ek-yavuz-9a6382136;3;English
%C3%A7i%C3%A7ek-yavuz-9a6382136;4;Russian
%C3%A7lirim-halla%C3%A7i-20858127;1;English
%C3%A7lirim-halla%C3%A7i-20858127;2;Albanian
%C3%A8riq-v-johnson-830b7b75;1;English/Fashion
%C3%A9ditha-n%C3%A9fertiti-d-almeida-phd-44a40283;1;Moyenanglais(1100-1500)
%C3%A9ditha-n%C3%A9fertiti-d-almeida-phd-44a40283;2;Allemand
%C3%A9ditha-n%C3%A9fertiti-d-almeida-phd-44a40283;3;italien
%C3%A9lise-beaudin-2a225190;1;English
%C3%A9lise-beaudin-2a225190;2;French
%C3%A9lise-beaudin-2a225190;3;Allemand
%C3%A9lise-beaudin-2a225190;4;Italien
%C3%A9mile-moura-coelho-da-silva-4961a2129;1;Portuguese
%C3%A9mile-moura-coelho-da-silva-4961a2129;2;English
%C3%A9s%C3%B3falvi;1;English
%C3%A9s%C3%B3falvi;2;Hungarian
%C3%A9va-boros-84a4899b;1;Hungarian
%C3%A9va-boros-84a4899b;2;English
%C3%A9va-szab%C3%B3-853b5466;1;German
%C3%A9va-szab%C3%B3-853b5466;2;Hungarian
%C3%A9velin-terres-a1a04aa4;1;Portugu\u00eas
%C3%A9velin-terres-a1a04aa4;2;Ingl\u00eas
%C3%ADevgen-kreshchenko-8b9419a5;1;English
%C3%ADevgen-kreshchenko-8b9419a5;2;Ukrainian
%C3%ADevgen-kreshchenko-8b9419a5;3;Russian
%C3%ADevgen-kreshchenko-8b9419a5;4;Spanish
%C3%B0hira%C3%BFesufu;1;English
%C3%B0hira%C3%BFesufu;2;French
%C3%B0hira%C3%BFesufu;3;Yoruba
%C3%B0onal-byrne-801a98ba;1;English
%C3%B3scar-b%C3%A9thencourt-06785365;1;Ingl\u00e9s
%C3%B3scar-b%C3%A9thencourt-06785365;2;Spanish
%C3%B3scar-p%C3%A9rez-posado-95b56bbb;1;Espa\u00f1ol
%C3%B3scar-p%C3%A9rez-posado-95b56bbb;2;Ingles
%C3%B3scar-p%C3%A9rez-posado-95b56bbb;3;Portugues
%C3%B3scar-p%C3%A9rez-posado-95b56bbb;4;Tailand\u00e9s
%C3%B6m%C3%BCr-damla-kuru-85b23153;1;\u0130ngilizce
%C3%B6m%C3%BCr-damla-kuru-85b23153;2;Frans\u0131zca
%C3%B6m%C3%BCr-damla-kuru-85b23153;3;\u0130talyanca
%C3%B6zdemir-k%C3%BC%C4%9Fc%C3%BCmen-9287114a;1;\u0130ngilizce
%C3%B6zg%C3%BCr-arslan-ayaydin-1826182;1;English
%C3%B6zg%C3%BCr-arslan-ayaydin-1826182;2;German
%C3%B6zg%C3%BCr-arslan-ayaydin-1826182;3;Turkish
%C3%B6zge-ertoptam%C4%B1%C5%9F-ba09aa24;1;English
%C3%B6zge-ertoptam%C4%B1%C5%9F-ba09aa24;2;German
%C3%B6zge-ertoptam%C4%B1%C5%9F-ba09aa24;3;Turkish
%C3%B6zge-ertoptam%C4%B1%C5%9F-ba09aa24;4;French
%C3%B6zge-terzio%C4%9Flu-598258167;1;Turkish
%C3%B6zge-terzio%C4%9Flu-598258167;2;English
%C3%B6zge-terzio%C4%9Flu-598258167;3;Spanish
%C3%B6zlem-%C3%B6zer-tekyetim-a5653424;1;French
%C3%B6zlem-%C3%B6zer-tekyetim-a5653424;2;English
%C3%B8ystein-david-dahlsveen-9b4a261;1;Norwegian
%C3%B8ystein-david-dahlsveen-9b4a261;2;English
%C3%B8ystein-david-dahlsveen-9b4a261;3;German
%C3%BCzeyir-yanar-b8809042;1;T\u00fcrk\u00e7e
%C3%BCzeyir-yanar-b8809042;2;\u0130ngilizce
%C4%91%E1%BB%97-t%C3%BA-953291115;1;English
%C4%91%E1%BB%97-t%C3%BA-953291115;2;Japanese
%C4%91or%C4%91ija-zvicer-85780349;1;English
%C4%91or%C4%91ija-zvicer-85780349;2;German
%C4%91or%C4%91ija-zvicer-85780349;3;Croatian
%C4%91or%C4%91ija-zvicer-85780349;4;Serbian
%C4%91or%C4%91ija-zvicer-85780349;5;Hungarian
%C4%91or%C4%91ija-zvicer-85780349;6;Slovak
%C4%91or%C4%91ija-zvicer-85780349;7;Czech
%C4%91or%C4%91ija-zvicer-85780349;8;Russian
%C4%91uro-%C4%8Depi%C4%87-40381b15;1;English
%C5%82ukasz-talaczy%C5%84ski-923769b7;1;polski
%C5%82ukasz-talaczy%C5%84ski-923769b7;2;angielski
%C5%95%C4%ABzwee%C7%AF-%C2%AEi%E2%84%A2-h-1-%E0%AE%AE%E0%AE%AF%E0%AE%B0%E0%AE%B1%E0%AE%B2%E0%AE%B3%E0%AE%B43-j-%C2%AE-i%E2%84%A2-jr-388012102;1;English
%C5%95%C4%ABzwee%C7%AF-%C2%AEi%E2%84%A2-h-1-%E0%AE%AE%E0%AE%AF%E0%AE%B0%E0%AE%B1%E0%AE%B2%E0%AE%B3%E0%AE%B43-j-%C2%AE-i%E2%84%A2-jr-388012102;2;Buriat
%C5%95%C4%ABzwee%C7%AF-%C2%AEi%E2%84%A2-h-1-%E0%AE%AE%E0%AE%AF%E0%AE%B0%E0%AE%B1%E0%AE%B2%E0%AE%B3%E0%AE%B43-j-%C2%AE-i%E2%84%A2-jr-388012102;3;Bikol
%C5%95%C4%ABzwee%C7%AF-%C2%AEi%E2%84%A2-h-1-%E0%AE%AE%E0%AE%AF%E0%AE%B0%E0%AE%B1%E0%AE%B2%E0%AE%B3%E0%AE%B43-j-%C2%AE-i%E2%84%A2-jr-388012102;4;Malay
%C5%9Faban-usta-01a0ab26;1;English
%C5%9Fanda-kad%C4%B1o%C4%9Flu-46864056;1;French
%C5%9Fanda-kad%C4%B1o%C4%9Flu-46864056;2;English
%C5%9Fanda-kad%C4%B1o%C4%9Flu-46864056;3;Italian
%C5%9Fanda-kad%C4%B1o%C4%9Flu-46864056;4;Spanish
%C5%9Fanda-kad%C4%B1o%C4%9Flu-46864056;5;Turkish
%C5%9Fenay-%C3%BC%C3%A7%C3%BCnc%C3%BC-b347426a;1;Turkish
%C5%9Fenay-%C3%BC%C3%A7%C3%BCnc%C3%BC-b347426a;2;English
%C5%9Ferif-esendemir-91a9a853;1;English
%C5%9Ferif-esendemir-91a9a853;2;Turkish
%C5%9Ferif-esendemir-91a9a853;3;Kurdish
%C5%9Fule-sezgin-32a266a4;1;T\u00fcrk\u00e7e
%C5%9Fule-sezgin-32a266a4;2;\u0130ngilizce
%C5%A1tefan-f%C3%BCle-0798b0a1;1;Croatian
%C5%A1tefan-f%C3%BCle-0798b0a1;2;Czech
%C5%A1tefan-f%C3%BCle-0798b0a1;3;Albanian
%CA%8Cou%C7%9D%C9%9F%C9%B9%C9%90%D4%81-%CE%BB-%C9%B9%E1%B4%89%C9%AF%E1%B4%89p%C9%90l%CE%BB;1;English
%CA%8Cou%C7%9D%C9%9F%C9%B9%C9%90%D4%81-%CE%BB-%C9%B9%E1%B4%89%C9%AF%E1%B4%89p%C9%90l%CE%BB;2;Russian
%CA%9F%E1%B4%87%E1%B4%80-%CA%9C%E1%B4%8F%E1%B4%98%E1%B4%87-%CA%99%E1%B4%8F%C9%B4%E1%B4%A2%E1%B4%87%CA%80-b713aa18;1;Croatian
%CA%9F%E1%B4%87%E1%B4%80-%CA%9C%E1%B4%8F%E1%B4%98%E1%B4%87-%CA%99%E1%B4%8F%C9%B4%E1%B4%A2%E1%B4%87%CA%80-b713aa18;2;English
%CC%83%CC%89hao-pham-329814181;1;English
%CC%83%CC%89hao-pham-329814181;2;Vietnamese
%CC%83%CC%89hao-pham-329814181;3;Spanish
%CE%B2%CE%B1%CF%83%CE%B9%CE%BB%CE%B7%CF%82-%CE%B4%CE%B1%CF%83%CE%BA%CE%B1%CE%BB%CE%BF%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82-b570b328;1;Greek
%D0%B0%D0%B1%D0%B5%D1%82%D0%B0%D0%B5%D0%B2-%D0%B1%D0%B0%D1%85%D1%8B%D1%82%D0%B1%D0%B5%D0%BA-9348b583;1;\u0410\u043d\u0433\u043b\u0438\u0439\u0441\u043a\u0438\u0439
%D0%B0%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80-n-n-88327a7b;1;\u0420\u0443\u0441\u0441\u043a\u0438\u0439
%D0%B0%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80-n-n-88327a7b;2;\u041d\u0435\u043c\u0435\u0446\u043a\u0438\u0439
%D0%B0%D0%BB%D0%B8%D0%BA-%D0%B8-%D0%BD%D0%B0%D0%B4%D1%8F-rozenberg-887b3669;1;English
%D0%B0%D0%BB%D0%B8%D0%BA-%D0%B8-%D0%BD%D0%B0%D0%B4%D1%8F-rozenberg-887b3669;2;Russian
%D0%B0%D0%BB%D0%B8%D0%BA-%D0%B8-%D0%BD%D0%B0%D0%B4%D1%8F-rozenberg-887b3669;3;Ukrainian
%D0%B0%D0%BB-%D1%86%D1%83%D1%80%D0%BE%D0%B2-4a173221;1;English
%D0%B0%D0%BB-%D1%86%D1%83%D1%80%D0%BE%D0%B2-4a173221;2;Russian
%D0%B0%D0%BB-%D1%86%D1%83%D1%80%D0%BE%D0%B2-4a173221;3;Ingush
%D0%B0%D0%BD%D0%B0%D1%81%D1%82%D0%B0%CC%81%D1%81%D0%B8%CC%81%D1%8F-%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%CC%81%D0%BD%D0%B0-0628b571;1;English
%D0%B0%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9-%D0%BC%D0%BE%D0%B3%D0%B8%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9-74725199;1;English
%D0%B0%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9-%D0%BC%D0%BE%D0%B3%D0%B8%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9-74725199;2;Russian
%D0%B0%D0%BD%D0%B4%D1%80%D0%B5%D0%B9-%D0%BA%D1%80%D1%8E%D0%BA%D0%BE%D0%B2-00a4357b;1;\u0410\u043d\u0433\u043b\u0438\u0439\u0441\u043a\u0438\u0439
%D0%B0%D0%BD%D0%BD%D0%B0-%D0%B0%D0%BD%D0%BD%D0%B0%D0%BA%D1%80%D0%B5%D0%B9%D0%BD%D0%B8%D0%BD%D0%B0-416854aa;1;\u0410\u043d\u0433\u043b\u0438\u0439\u0441\u043a\u0438\u0439
%D0%B0lex-demoor-59071467;1;English
%D0%B0lex-demoor-59071467;2;Russian
%7Eahmad;1;Persian
%7Eahmad;2;English
%7Ebryan;1;Spanish
%7Ebryan;2;English
%7Ecatherine;1;English
%7Ecatherine;2;Cantonese
%7Ecatherine;3;French
%7Efederico-%7Edominguez-1596438a;1;Spanish
%7Efederico-%7Edominguez-1596438a;2;English
%7Ekelly;1;English
%7Ekelly;2;Chinese
%7Ekelly;3;Spanish
%7Eleamhill;1;English
%7Eniki;1;Chinese
%7Eniki;2;English
%7Eniki;3;Korean
%7Epau;1;English
%7Epau;2;Spanish
%7Esamueltan;1;English
%7Esamueltan;2;Chinese
%C3%97emma-mccoy-184933a4;1;English
%C3%97emma-mccoy-184933a4;2;Spanish
%C3%97julia-watkins-575790a6;1;English
%C3%97marbrisa-luna-366670a5;1;Spanish
%C3%A1damis-f-ortiz-5549a2110;1;English
%C3%A1damis-f-ortiz-5549a2110;2;Spanish
%C3%A1frica-tous-mu%C3%B1oz-13ab14115;1;English
%C3%A1frica-tous-mu%C3%B1oz-13ab14115;2;Spanish
%C3%A1frica-tous-mu%C3%B1oz-13ab14115;3;French
%C3%A1frica-tous-mu%C3%B1oz-13ab14115;4;Catalan
%C3%A1frica-tous-mu%C3%B1oz-13ab14115;5;Portuguese
%C3%A1ine-cronin-1b328b21;1;French
%C3%A1ine-hughes-8034a697;1;English
%C3%A1ine-hughes-8034a697;2;French
%C3%A1ine-hughes-8034a697;3;Gaelic
%C3%A1ine-tierney-0b2040105;1;English
%C3%A1ine-tierney-0b2040105;2;Spanish
%C3%A1ine-tierney-0b2040105;3;Irish
%C3%A1ine-tierney-0b2040105;4;French
%C3%A1ine-tierney-0b2040105;5;German
%C3%A1lvaro-pereira-da-silva-41289386;1;English
%C3%A1lvaro-pereira-da-silva-41289386;2;Portuguese
%C3%A1lvaro-pereira-da-silva-41289386;3;Spanish
%C3%A1lvaro-pereira-da-silva-41289386;4;French
%C3%A1lvaro-rodr%C3%ADguez-548258197;1;Spanish
%C3%A1lvaro-rodr%C3%ADguez-548258197;2;English
%C3%A1mbar-hurtado-sevilla-46930b175;1;Spanish
%C3%A1mbar-hurtado-sevilla-46930b175;2;English
%C3%A1ndrea-morrow-a10791b8;1;English
%C3%A1ngel-alberto-meza-t%C3%A9llez-1932433a;1;English
%C3%A1ngel-alberto-meza-t%C3%A9llez-1932433a;2;Spanish
%C3%A1ngel-arias-18b76668;1;English
%C3%A1ngel-arias-18b76668;2;Spanish
%C3%A1ngel-garza-reyna-bb7158189;1;Spanish
%C3%A1ngel-garza-reyna-bb7158189;2;English
%C3%A1ngel-l-pimentel-fern%C3%A1ndez-82b69971;1;English
%C3%A1ngel-l-pimentel-fern%C3%A1ndez-82b69971;2;Spanish
%C3%A1ngel-l-pimentel-fern%C3%A1ndez-82b69971;3;German
%C3%A1ngel-rodr%C3%ADguez-madera-76ab1153;1;English
%C3%A1ngel-rodr%C3%ADguez-madera-76ab1153;2;Spanish
%C3%A1ngel-sandoval-8b509513a;1;Spanish
%C3%A1ngel-sandoval-8b509513a;2;English
%C3%A1ngel-sandoval-8b509513a;3;French
%C3%A1ngela-castillo-6809b896;1;Spanish
%C3%A1ngela-castillo-6809b896;2;English
%C3%A1ngela-castillo-6809b896;3;French
%C3%A1ron-v-kratochwill;1;Hungarian
%C3%A1ron-v-kratochwill;2;English
%C3%A1ron-v-kratochwill;3;French
%C3%A2ngela-crespo-ph-d-47723693;1;Portuguese
%C3%A2ngela-crespo-ph-d-47723693;2;English
%C3%A2ngela-crespo-ph-d-47723693;3;Spanish
%C3%A5sa-h%C3%B6glund-giertz-b2b9863;1;Swedish
%C3%A5sa-h%C3%B6glund-giertz-b2b9863;2;English
%C3%A5sa-h%C3%B6glund-giertz-b2b9863;3;French
%C3%A5sa-h%C3%B6glund-giertz-b2b9863;4;Spanish
%C3%A5sa-h%C3%B6glund-giertz-b2b9863;5;Italian
%C3%A5sa-h%C3%B6glund-giertz-b2b9863;6;Romanian
%C3%A5sa-h%C3%B6glund-giertz-b2b9863;7;Russian
%C3%A5sa-sandlund-6670a252;1;English
%C3%A5sa-sandlund-6670a252;2;Swedish
%C3%A5sa-sandlund-6670a252;3;French
%C3%A7i%C3%A7ek-%C3%B6zta%C5%9F-03831032;1;English
%C3%A7i%C3%A7ek-%C3%B6zta%C5%9F-03831032;2;French
%C3%A9mile-garnier-626312124;1;English
%C3%A9mile-garnier-626312124;2;French
%C3%A9rico-lopes-tonussi-205360131;1;English
%C3%A9rico-lopes-tonussi-205360131;2;Spanish
%C3%A9rico-lopes-tonussi-205360131;3;French
%C3%A9tienne-laneville-4321204;1;French
%C3%A9tienne-laneville-4321204;2;English
%C3%A9tienne-laneville-4321204;3;Japanese
%C3%ABvelina-bonell-36446695;1;English
%C3%ABvelina-bonell-36446695;2;French
%C3%ABvelina-bonell-36446695;3;Spanish
%C3%ADtalo-fagundes-7095961;1;Portuguese
%C3%ADtalo-fagundes-7095961;2;Spanish
%C3%ADtalo-fagundes-7095961;3;Ingl\u00eas
%C3%ADy%C3%A1-f%C3%B3l%C3%A1%C5%9F%C3%A1d%C3%A9-%C3%B3%C5%9F%C5%AFnf%C5%AFnk%C3%A9-%C3%B3b%C3%A1hnj%C3%B3k%C3%B3-4405834b;1;Creolesandpidgins
%C3%ADy%C3%A1-f%C3%B3l%C3%A1%C5%9F%C3%A1d%C3%A9-%C3%B3%C5%9F%C5%AFnf%C5%AFnk%C3%A9-%C3%B3b%C3%A1hnj%C3%B3k%C3%B3-4405834b;2;English-based
%C3%ADy%C3%A1-f%C3%B3l%C3%A1%C5%9F%C3%A1d%C3%A9-%C3%B3%C5%9F%C5%AFnf%C5%AFnk%C3%A9-%C3%B3b%C3%A1hnj%C3%B3k%C3%B3-4405834b;3;AmericanEnglish
%C3%ADy%C3%A1-f%C3%B3l%C3%A1%C5%9F%C3%A1d%C3%A9-%C3%B3%C5%9F%C5%AFnf%C5%AFnk%C3%A9-%C3%B3b%C3%A1hnj%C3%B3k%C3%B3-4405834b;4;Yoruba
%C3%ADy%C3%A1-f%C3%B3l%C3%A1%C5%9F%C3%A1d%C3%A9-%C3%B3%C5%9F%C5%AFnf%C5%AFnk%C3%A9-%C3%B3b%C3%A1hnj%C3%B3k%C3%B3-4405834b;5;Xhosa
%C3%B1usta-carranza-ko-a4663610;1;English
%C3%B1usta-carranza-ko-a4663610;2;Spanish
%C3%B1usta-carranza-ko-a4663610;3;Korean
%C3%B1usta-carranza-ko-a4663610;4;Portuguese
%C3%B1usta-carranza-ko-a4663610;5;Chinese
%C3%B1usta-carranza-ko-a4663610;6;French
%C3%B6gn-magnusson-01659510;1;Icelandic
%C3%B6gn-magnusson-01659510;2;Spanish
%C3%B6mer-sucu-67511642;1;T\u00fcrk\u00e7e
%C3%B6mer-sucu-67511642;2;\u0130ngilizce
%C3%B6zgepelinkuyumcu13;1;\u0130ngilizce
%C3%B6zgepelinkuyumcu13;2;\u0130spanyolca
%C3%B6zlem-aybek-694b5177;1;T\u00fcrk\u00e7e
%C3%B6zlem-aybek-694b5177;2;\u0130ngilizce
%C3%B8mar-llamas-57b900a1;1;Spanish
%C3%B8mar-llamas-57b900a1;2;English
%C3%B8ystein-r%C3%B8d-brekk-163bba58;1;Norwegian
%C3%B8ystein-r%C3%B8d-brekk-163bba58;2;English
%C3%BClke-balc%C4%B1-a7074526;1;English
%C3%BClke-balc%C4%B1-a7074526;2;Turkish
%C3%BCmit-atlamaz-81110b159;1;Turkish
%C3%BCmit-atlamaz-81110b159;2;Kurdish
%C3%BCmit-atlamaz-81110b159;3;English
%C3%BCmit-atlamaz-81110b159;4;German
%C4%8Dedomir-jankov-8576415;1;Serbian
%C4%8Dedomir-jankov-8576415;2;English
%C4%8Dedomir-jankov-8576415;3;Russian
%C4%8Dedomir-jankov-8576415;4;German
%C4%91%C3%A0o-kim-chi-a247629b;1;English
%C5%82ukasz-lee-pace-0aa753123;1;English
%C5%82ukasz-lee-pace-0aa753123;2;Polish
%C5%8B%C4%81%C3%B0%C4%93%D1%8F-%C3%BE%C3%A7-8a997621;1;French
%C5%9F-ercument-lembet-95b9b33a;1;T\u00fcrk\u00e7e
%C5%9F-ercument-lembet-95b9b33a;2;\u0130ngilizce
%C5%9Fahin-%C3%A7ankaya-4b6989101;1;Turkish
%C5%9Fahin-erol-aa3654104;1;English
%C5%9Fahin-erol-aa3654104;2;Turkish
%C5%9Ferife-potuk-3b989183;1;English
%C5%9Ferife-potuk-3b989183;2;Turkish
%C5%9Fevin-%C3%A7elik-256b2017;1;English
%C5%9Feyla-azoz-ph-d-97156046;1;English
%C5%9Feyla-azoz-ph-d-97156046;2;Spanish
%C5%9Feyla-azoz-ph-d-97156046;3;French
%C5%9Feyla-azoz-ph-d-97156046;4;Turkish
%C5%A1emsa-olevi%C4%87-2733a479;1;English
%C5%A1emsa-olevi%C4%87-2733a479;2;Serbo-Croatian
%C5%A1emsa-olevi%C4%87-2733a479;3;Russian
%C5%A1t%C4%9Bp%C3%A1n-%C5%A1taffen-a3b89735;1;Czech
%C5%A1t%C4%9Bp%C3%A1n-%C5%A1taffen-a3b89735;2;Russian
%C5%A1t%C4%9Bp%C3%A1n-%C5%A1taffen-a3b89735;3;Slovak
%C5%A1t%C4%9Bp%C3%A1n-%C5%A1taffen-a3b89735;4;Spanish
%C5%A9v-t%E1%BB%87iv-n%E1%BB%85yugn-382b9934;1;English
%C5%BEeljko-bulut-300619;1;English
%C5%BEeljko-bulut-300619;2;Croatian
%CE%B1%CE%B3%CE%BE-mba-tonya-johnson-spratley-0b3177112;1;English
%CE%B1%CE%B8%CE%B7%CE%BD%CE%AC-%CE%B4%CF%81%CE%AC%CE%B3%CE%B9%CE%BF%CF%85-996463101;1;English
%CE%B2%CE%B5%CF%84%CE%B1-%CF%87%CE%B1%CF%84%CE%B6%CE%B7%CF%80%CE%B1%CF%85%CE%BB%CE%B9%CE%B4%CE%BF%CF%85-65048a90;1;English
%CE%B2%CE%B5%CF%84%CE%B1-%CF%87%CE%B1%CF%84%CE%B6%CE%B7%CF%80%CE%B1%CF%85%CE%BB%CE%B9%CE%B4%CE%BF%CF%85-65048a90;2;Spanish
%CE%B3%CE%B5%CF%8E%CF%81%CE%B3%CE%B9%CE%BF%CF%82-%CE%BC%CE%B1%CE%BB%CE%B1%CE%BD%CE%B4%CF%81%CE%AC%CE%BA%CE%B7%CF%82-155838b4;1;English
%CE%B5%CE%B2%CE%AF%CF%84%CE%B1-%CE%BD-%CF%85-ba4238b8;1;English
